species_index,genus,species,diameter,index1,acc1,index2,acc2
839,Mycoplasma,canis,0.46254545454545454,3355,GCF_000258945.1,24035,GCF_000988065.1
840,Mycoplasma,capricolum,0.5247813411078717,220,GCF_000012765.1,23271,GCF_000952915.1
841,Mycoplasma,columbinum,0.295968534906588,2292,GCF_000222995.1,18798,GCF_000712175.1
842,Mycoplasma,fermentans,0.17726396917148363,770,GCF_000148625.1,2014,GCF_000209735.1
843,Mycoplasma,flocculare,0.004665629860031105,6950,GCF_000367185.1,21876,GCF_000815065.1
844,Mycoplasma,gallisepticum,0.3967065868263473,502,GCF_000025385.1,4286,GCF_000286815.1
845,Mycoplasma,genitalium,0.13089005235602094,4496,GCF_000292445.1,4497,GCF_000292485.1
846,Mycoplasma,haemofelis,0.38483278379651437,1699,GCF_000186985.1,1954,GCF_000200735.1
847,Mycoplasma,hominis,0.5,22690,GCF_000935865.1,23133,GCF_000947915.1
848,Mycoplasma,hyopneumoniae,0.36507936507936506,75,GCF_000008405.1,8436,GCF_000427215.1
849,Mycoplasma,hyorhinis,0.17335058214747737,699,GCF_000145705.1,7261,GCF_000383515.1
850,Mycoplasma,hyosynoviae,0.3380398671096346,18164,GCF_000691265.1,18165,GCF_000691285.1
851,Mycoplasma,iowae,0.2682792743265531,2357,GCF_000227355.1,19349,GCF_000733685.1
852,Mycoplasma,leachii,0.08852140077821012,1630,GCF_000183365.1,3159,GCF_000253095.1
853,Mycoplasma,meleagridis,0.3069544364508393,23673,GCF_000969625.1,42393,GCF_001484825.1
854,Mycoplasma,mycoides,0.6792690611216131,3158,GCF_000253075.1,43875,GCF_001554155.1
855,Mycoplasma,pirum,0.007608695652173913,18021,GCF_000685905.1,18025,GCF_000686245.1
856,Mycoplasma,pneumoniae,0.07932875667429443,36076,GCF_001296825.1,41615,GCF_001455625.1
857,Mycoplasma,putrefaciens,0.23559322033898306,2304,GCF_000224105.1,7181,GCF_000376625.1
858,Mycoplasma,suis,0.3788187372708758,1541,GCF_000179035.2,1957,GCF_000203215.1
859,Mycoplasma,synoviae,0.22,70,GCF_000008245.1,7271,GCF_000385095.1
860,Mycoplasma,yeatsii,0.5847272727272728,7226,GCF_000380285.1,22502,GCF_000875755.1
861,Myroides,marinus,0.4128053917438922,42348,GCF_001482835.1,45788,GCF_001619815.1
862,Myroides,odoratimimus,0.5451388888888888,15613,GCF_000633375.1,42310,GCF_001481655.1
863,Myroides,odoratus,0.005142857142857143,2809,GCF_000243275.1,4651,GCF_000297875.1
864,Myxococcus,xanthus,0.012629652226967663,218,GCF_000012685.1,4052,GCF_000278585.1
865,Nautella,italica,0.39474809682661877,34433,GCF_001251095.1,34749,GCF_001258055.1
866,Neisseria,elongata,0.6111464293282475,1471,GCF_000176755.2,25934,GCF_001064875.1
867,Neisseria,gonorrhoeae,0.209947787853806,24715,GCF_001025705.1,24717,GCF_001025745.1
868,Neisseria,lactamica,0.9581216320246343,1381,GCF_000173995.1,25961,GCF_001065565.1
869,Neisseria,meningitidis,0.9568540041394682,7323,GCF_000386805.2,26027,GCF_001067255.1
870,Neisseria,mucosa,0.5578354455843895,1684,GCF_000186165.1,20134,GCF_000763635.1
871,Neisseria,polysaccharea,0.6688838079401371,1470,GCF_000176735.1,1867,GCF_000193775.1
872,Neisseria,weaveri,0.168306752629793,2305,GCF_000224255.1,2306,GCF_000224275.1
873,Neorhizobium,galegae,0.8460531015597095,19300,GCF_000731295.1,24006,GCF_000985875.1
874,Nereida,ignava,0.0,25416,GCF_001049735.1,40343,GCF_001404155.1
875,Nitratireductor,aquibiodomus,0.4093260125726108,3519,GCF_000265055.1,14910,GCF_000615975.1
876,Nitrosococcus,oceani,0.4322406697885625,222,GCF_000012805.1,19488,GCF_000740735.1
877,Nocardia,arizonensis,0.0002757859900717044,36398,GCF_001310275.1,45756,GCF_001618405.1
878,Nocardia,carnea,0.0023761031907671417,4989,GCF_000308515.1,18937,GCF_000717405.1
879,Nocardia,farcinica,0.3802356784505892,125,GCF_000009805.1,45556,GCF_001612925.1
880,Nocardia,jinanensis,0.39486694014936363,42345,GCF_001482675.1,45557,GCF_001613025.1
881,Nocardia,otitidiscaviarum,0.4836770360013981,4990,GCF_000308635.1,18777,GCF_000710895.1
882,Nocardia,rhamnosiphila,0.023514043109079032,18975,GCF_000721005.1,45559,GCF_001613485.1
883,Nocardia,seriolae,0.026206122776085913,13582,GCF_000583715.2,20121,GCF_000763165.1
884,Nocardia,vulneris,0.003326621728092445,21820,GCF_000811985.1,45558,GCF_001613425.1
885,Nocardiopsis,alba,0.29629251353283625,4559,GCF_000294515.1,5946,GCF_000341225.1
886,Nocardiopsis,dassonvillei,0.6580905636478784,612,GCF_000092985.1,43855,GCF_001552695.1
887,Nodularia,spumigena,0.020229504317993613,1229,GCF_000169135.1,5934,GCF_000340565.2
888,Nonlabens,ulvanivorans,0.8363451776649746,19332,GCF_000732625.1,19874,GCF_000755285.1
889,Novosphingobium,nitrogenifigens,0.009897759408309767,1838,GCF_000192575.1,7170,GCF_000375445.1
890,Novosphingobium,pentaromativorans,0.001866368047779022,2638,GCF_000235975.1,20211,GCF_000767465.1
891,Novosphingobium,subterraneum,0.001470255598280932,21642,GCF_000807925.1,45159,GCF_001598575.1
892,Oblitimonas,alkaliphila,0.41984564498346194,35090,GCF_001267295.1,35091,GCF_001267315.1
893,Oceanobacillus,picturae,0.3866840421750977,14805,GCF_000612865.1,42408,GCF_001485235.1
894,Ochrobactrum,anthropi,0.5293433374047577,327,GCF_000017405.1,13636,GCF_000585655.1
895,Ochrobactrum,intermedium,0.49639651030471615,5737,GCF_000332835.1,14797,GCF_000612245.1
896,Oenococcus,kitaharae,0.0019365770999757927,2762,GCF_000241055.1,8451,GCF_000428085.1
897,Oenococcus,oeni,0.4551153460381143,1420,GCF_000175355.1,20079,GCF_000762045.1
898,Oligella,urethralis,0.4133102852203976,7108,GCF_000372065.1,19977,GCF_000759065.1
899,Oligotropha,carboxidovorans,0.053829150955662465,424,GCF_000021365.1,2211,GCF_000218585.1
900,Olsenella,uli,0.2968192397207137,10953,GCF_000524335.1,41059,GCF_001437585.1
901,Oribacterium,parvum,0.10991820040899795,2685,GCF_000238055.2,4018,GCF_000277505.1
902,Orientia,tsutsugamushi,0.7536488279522335,561,GCF_000063545.1,23563,GCF_000965195.1
903,Ornithobacterium,rhinotracheale,0.06088141753748296,3525,GCF_000265465.1,19915,GCF_000756505.1
904,Paenarthrobacter,nicotinovorans,0.3177109440267335,10671,GCF_000514015.1,10673,GCF_000514155.1
905,Paenibacillus,darwinianus,0.056898584905660375,14158,GCF_000598065.1,14160,GCF_000598105.1
906,Paenibacillus,durus,0.01651718319865021,10854,GCF_000520635.1,24054,GCF_000993825.1
907,Paenibacillus,elgii,0.6340096782409372,2068,GCF_000213315.1,45784,GCF_001619725.1
908,Paenibacillus,glucanolyticus,0.3296715249075484,45980,GCF_001632305.1,45987,GCF_001633025.1
909,Paenibacillus,graminis,0.009801770170433766,10855,GCF_000520655.1,19972,GCF_000758705.1
910,Paenibacillus,larvae,0.29908814589665655,808,GCF_000153605.1,10618,GCF_000511405.1
911,Paenibacillus,massiliensis,0.3230124612287098,7189,GCF_000377505.1,10856,GCF_000520695.1
912,Paenibacillus,mucilaginosus,0.2975816433399981,2215,GCF_000218915.1,3343,GCF_000258535.2
913,Paenibacillus,pini,0.0,13289,GCF_000576305.1,36434,GCF_001315125.1
914,Paenibacillus,pinihumi,0.019475075772231894,8383,GCF_000422505.1,36419,GCF_001312305.1
915,Paenibacillus,polymyxa,0.8585031510189061,2198,GCF_000217775.1,18904,GCF_000714835.1
916,Paenibacillus,riograndensis,0.5403165410155275,23843,GCF_000981585.1,43729,GCF_001546095.1
917,Paeniclostridium,sordellii,0.5796024200518582,38933,GCF_001372395.1,38938,GCF_001372495.1
918,Pandoraea,apista,0.25457138064083207,24221,GCF_001010785.1,25408,GCF_001049515.1
919,Pandoraea,pnomenusa,0.9323094136194884,13811,GCF_000590495.2,21638,GCF_000807785.1
920,Pannonibacter,phragmitetus,0.40860774119006354,31645,GCF_001188555.1,42371,GCF_001484065.1
921,Pantoea,agglomerans,0.552742903930131,18765,GCF_000710215.1,19293,GCF_000731125.1
922,Pantoea,ananatis,0.5976469146393774,13545,GCF_000582575.1,18758,GCF_000710015.1
923,Pantoea,carbekii,0.06967670011148272,9699,GCF_000478905.1,23710,GCF_000971765.1
924,Pantoea,dispersa,0.44744584113399305,42073,GCF_001476295.1,42108,GCF_001477165.1
925,Pantoea,stewartii,0.46417879273132356,2975,GCF_000248395.1,42076,GCF_001476375.1
926,Parabacteroides,distasonis,0.6034646212186503,18423,GCF_000699745.1,18431,GCF_000699905.1
927,Parabacteroides,goldsteinii,0.5059418291642046,4968,GCF_000307395.1,25207,GCF_001039445.1
928,Parabacteroides,gordonii,0.0026438885499288182,8455,GCF_000428565.1,23678,GCF_000969825.1
929,Parabacteroides,johnsonii,0.43158725461181807,871,GCF_000156495.1,4967,GCF_000307375.1
930,Parabacteroides,merdae,0.536726272352132,825,GCF_000154105.1,4966,GCF_000307345.1
931,Paraburkholderia,andropogonis,0.16934297229863732,12863,GCF_000566705.1,23681,GCF_000970345.1
932,Paraburkholderia,caribensis,0.3592773157441927,41326,GCF_001449005.1,45501,GCF_001611015.1
933,Paraburkholderia,fungorum,0.4496154493908943,17996,GCF_000685055.1,23457,GCF_000961515.1
934,Paraburkholderia,kururiensis,0.64453125,5945,GCF_000341045.1,19461,GCF_000739795.1
935,Paraburkholderia,mimosarum,0.3942301925268398,9527,GCF_000472845.1,19462,GCF_000739815.1
936,Paraburkholderia,phenoliruptrix,0.5704678362573099,4707,GCF_000300095.1,8233,GCF_000416445.1
937,Paraburkholderia,xenovorans,0.0004789272030651341,244,GCF_000013645.1,19898,GCF_000756045.1
938,Parachlamydia,acanthamoebae,0.1639686684073107,1444,GCF_000176075.1,22504,GCF_000875975.1
939,Paraclostridium,bifermentans,0.6112057220708447,8834,GCF_000452245.2,10349,GCF_000498455.1
940,Paracoccus,pantotrophus,0.2445029891579694,10798,GCF_000518905.1,11005,GCF_000526615.1
941,Paracoccus,sanguinis,0.6341692055308179,20140,GCF_000763825.1,20141,GCF_000763845.1
942,Paraglaciecola,psychrophila,0.007621410847217299,5175,GCF_000315075.1,6160,GCF_000347635.1
943,Parascardovia,denticolens,0.30804179918218993,1096,GCF_000163835.1,3718,GCF_000269845.1
944,Parvimonas,micra,0.5219907407407407,10261,GCF_000493795.1,21401,GCF_000800295.1
945,Pasteurella,[Pasteurella] pneumotropica,0.007692307692307693,7221,GCF_000379905.1,19276,GCF_000730685.1
946,Pasteurella,multocida,0.41198565818678506,8083,GCF_000412015.1,9426,GCF_000469095.1
947,Pectobacterium,atrosepticum,0.31208182727062983,182,GCF_000011605.1,25184,GCF_001038685.1
948,Pectobacterium,betavasculorum,0.203343113719214,19735,GCF_000749845.1,19740,GCF_000749925.1
949,Pectobacterium,carotovorum,0.8133111826393936,1354,GCF_000173135.1,19857,GCF_000754715.1
950,Pectobacterium,wasabiae,0.7230751201218798,19737,GCF_000749865.1,19948,GCF_000757625.1
951,Pediococcus,acidilactici,0.5391304347826087,1075,GCF_000163095.1,5273,GCF_000319265.1
952,Pediococcus,claussenii,0.042590431738623105,2683,GCF_000237995.1,41036,GCF_001436905.1
953,Pediococcus,damnosus,0.22343943778420836,23499,GCF_000962875.1,45502,GCF_001611035.1
954,Pediococcus,pentosaceus,0.5147808358817533,4258,GCF_000285875.1,43611,GCF_001541865.1
955,Pedobacter,heparinus,0.0002931261908251502,478,GCF_000023825.1,8062,GCF_000410815.1
956,Pelagibacter,ubique,0.553314121037464,7121,GCF_000372905.1,7268,GCF_000384455.1
957,Pelosinus,fermentans,0.1677150974025974,3781,GCF_000271485.2,3783,GCF_000271545.1
958,Peptoniphilus,harei,0.575302461410096,1634,GCF_000183565.1,43746,GCF_001546555.1
959,Peptoniphilus,lacrimalis,0.5947641123534224,1477,GCF_000176955.1,7202,GCF_000378725.1
960,Peptostreptococcus,anaerobius,0.3265189147879251,1510,GCF_000178095.1,7239,GCF_000381525.1
961,Phaeobacter,gallaeciensis,0.00561052738957462,10617,GCF_000511385.1,21999,GCF_000819625.1
962,Photobacterium,angustum,0.5467424186526968,804,GCF_000153265.1,23216,GCF_000950255.1
963,Photobacterium,damselae,0.632661257932364,1473,GCF_000176795.1,4713,GCF_000300355.1
964,Photobacterium,gaetbulicola,0.6263525017850278,21670,GCF_000808615.1,22868,GCF_000940995.1
965,Photobacterium,iliopiscarium,0.2909204312572396,23203,GCF_000949935.1,23217,GCF_000950265.1
966,Photobacterium,kishitanii,0.4701709848428283,23210,GCF_000950095.1,41627,GCF_001455895.1
967,Photobacterium,leiognathi,0.6152744270205066,10600,GCF_000509205.1,43954,GCF_001557755.1
968,Photorhabdus,luminescens,0.8212360667748182,1938,GCF_000196155.1,20223,GCF_000767775.1
969,Photorhabdus,temperata,0.6409372406307859,8801,GCF_000447415.1,24205,GCF_001010285.1
970,Phytoplasma,australiense,0.20561797752808988,570,GCF_000069925.1,7769,GCF_000397185.1
971,Piscirickettsia,salmonis,0.639968996253714,13281,GCF_000576045.2,19971,GCF_000758485.1
972,Planktothrix,prolifica,0.00720384204909285,9327,GCF_000464765.1,9328,GCF_000464845.1
973,Planomicrobium,glaciei,0.36329552009228994,10665,GCF_000513535.1,35180,GCF_001270075.1
974,Plesiomonas,shigelloides,0.5021988527724666,7551,GCF_000392595.1,21851,GCF_000813415.1
975,Pluralibacter,gergoviae,0.5174956977792347,25177,GCF_001038375.1,35350,GCF_001276415.1
976,Pontibacillus,halophilus,0.03206123807410694,8414,GCF_000425205.1,20467,GCF_000775595.1
977,Pontibacillus,marinus,0.004270462633451958,8415,GCF_000425225.1,20468,GCF_000775605.1
978,Porphyromonas,asaccharolytica,0.3101634416682322,1635,GCF_000183605.1,2049,GCF_000212375.1
979,Porphyromonas,cangingivalis,0.39441425502337923,14849,GCF_000614355.1,20242,GCF_000768995.1
980,Porphyromonas,canoris,0.416528534217381,20190,GCF_000765975.1,20247,GCF_000769115.1
981,Porphyromonas,catoniae,0.5372818614489688,5234,GCF_000318215.2,12789,GCF_000565015.1
982,Porphyromonas,crevioricanis,0.2301679212507238,10602,GCF_000509265.1,20241,GCF_000768975.1
983,Porphyromonas,gingivalis,0.3814282739954195,10465,GCF_000503975.1,36423,GCF_001314265.1
984,Porphyromonas,gingivicanis,0.31098631098631097,14856,GCF_000614585.1,20248,GCF_000769135.1
985,Porphyromonas,gulae,0.5205176230206028,20236,GCF_000768775.1,20237,GCF_000768785.1
986,Porphyromonas,macacae,0.5541776783899166,14847,GCF_000614325.1,20244,GCF_000769035.1
987,Porphyromonas,uenonis,0.015141682889898334,9843,GCF_000482365.1,14829,GCF_000613705.1
988,Portiera,aleyrodidarum,0.0410958904109589,4662,GCF_000298385.1,4706,GCF_000300075.1
989,Prevotella,albensis,0.011335222537089514,8425,GCF_000426565.1,14820,GCF_000613525.1
990,Prevotella,amnii,0.4782608695652174,1482,GCF_000177355.1,19987,GCF_000759315.1
991,Prevotella,baroniae,0.36884256719692815,9417,GCF_000468635.1,14822,GCF_000613565.1
992,Prevotella,bivia,0.4977551020408163,19984,GCF_000759245.1,43747,GCF_001546565.2
993,Prevotella,brevis,0.5149361351462711,15099,GCF_000621725.1,15100,GCF_000621825.1
994,Prevotella,bryantii,0.3859564746903932,1542,GCF_000179055.1,8403,GCF_000424605.1
995,Prevotella,buccae,0.4067285662607018,1055,GCF_000162455.1,1661,GCF_000184945.1
996,Prevotella,buccalis,0.5890995731162514,19981,GCF_000759185.1,19985,GCF_000759265.1
997,Prevotella,corporis,0.41161716171617163,8482,GCF_000430525.1,43748,GCF_001546595.1
998,Prevotella,dentalis,0.004055807916937054,2235,GCF_000220215.1,2787,GCF_000242335.1
999,Prevotella,denticola,0.40075788611224905,1820,GCF_000191765.1,14823,GCF_000613585.1
1000,Prevotella,disiens,0.5006008583690987,14814,GCF_000613345.1,19983,GCF_000759225.1
1001,Prevotella,enoeca,0.00744047619047619,14816,GCF_000613405.1,41170,GCF_001444445.1
1002,Prevotella,fusca,0.009739438401214268,14844,GCF_000614245.1,34919,GCF_001262015.1
1003,Prevotella,histicola,0.4644633580192329,2588,GCF_000234055.1,19978,GCF_000759075.1
1004,Prevotella,intermedia,0.6534508076358296,8502,GCF_000439065.1,43809,GCF_001548195.1
1005,Prevotella,loescheii,0.01249024199843872,14818,GCF_000613485.1,18398,GCF_000698925.1
1006,Prevotella,maculosa,0.5458766528717068,2806,GCF_000243015.1,14836,GCF_000613965.1
1007,Prevotella,marshii,0.005098789037603569,712,GCF_000146675.1,14825,GCF_000613625.1
1008,Prevotella,micans,0.010554089709762533,7132,GCF_000373705.1,14841,GCF_000614105.1
1009,Prevotella,nanceiensis,0.004003695719125347,7223,GCF_000379965.1,14837,GCF_000613985.1
1010,Prevotella,nigrescens,0.5491088357982556,5838,GCF_000336235.1,10585,GCF_000507825.1
1011,Prevotella,oralis,0.5557416713195608,8126,GCF_000413355.1,10586,GCF_000507905.1
1012,Prevotella,oris,0.5359873205295543,617,GCF_000142965.1,1069,GCF_000162915.1
1013,Prevotella,oulorum,0.5630755737465283,2313,GCF_000224615.1,14833,GCF_000613785.1
1014,Prevotella,paludivivens,0.0078125,7126,GCF_000373185.1,14824,GCF_000613605.1
1015,Prevotella,pleuritidis,0.31519234178337174,9398,GCF_000468135.1,14830,GCF_000613725.1
1016,Prevotella,saccharolytica,0.549800796812749,5233,GCF_000318195.2,14842,GCF_000614205.1
1017,Prevotella,salivae,0.5467128027681661,1679,GCF_000185845.1,9672,GCF_000477535.1
1018,Prevotella,timonensis,0.7054605626034197,14838,GCF_000614005.1,20096,GCF_000762405.1
1019,Prevotella,veroralis,0.5476723923325865,1070,GCF_000162935.1,14813,GCF_000613325.1
1020,Prochlorococcus,marinus,0.9989670945846245,20003,GCF_000759935.1,45975,GCF_001632145.1
1021,Profftella,armatura,0.004640371229698376,8602,GCF_000441555.1,35418,GCF_001278785.1
1022,Prolixibacter,bellariivorans,0.005171654929577465,14866,GCF_000614865.1,15098,GCF_000621705.1
1023,Propionibacterium,acidifaciens,0.23448095983307252,8427,GCF_000426605.1,9696,GCF_000478805.1
1024,Propionibacterium,acidipropionici,0.3916186485070718,8445,GCF_000427845.1,45220,GCF_001602115.1
1025,Propionibacterium,acnes,0.5535307517084282,693,GCF_000145535.1,36086,GCF_001297145.1
1026,Propionibacterium,avidum,0.5892743475493316,6951,GCF_000367205.1,45907,GCF_001623865.1
1027,Propionibacterium,freudenreichii,0.3460603956959389,38921,GCF_001369015.1,46041,GCF_900000065.1
1028,Propionibacterium,granulosum,0.27033584471970373,9320,GCF_000463665.1,9323,GCF_000464495.1
1029,Propionibacterium,humerusii,0.019349477682811016,635,GCF_000144085.1,687,GCF_000145415.1
1030,Propionibacterium,propionicum,0.2518529956763434,4023,GCF_000277715.1,44994,GCF_001592325.1
1031,Propionimicrobium,lymphophilum,0.4546026420633256,8069,GCF_000411175.1,8393,GCF_000423485.1
1032,Proteus,mirabilis,0.5902292238251172,4648,GCF_000297815.1,41753,GCF_001463025.1
1033,Protochlamydia,amoebophila,0.4296131253797853,181,GCF_000011565.1,21855,GCF_000813625.1
1034,Providencia,alcalifaciens,0.899108734402852,5172,GCF_000314875.2,10788,GCF_000517745.1
1035,Providencia,rettgeri,0.3062771417291749,21566,GCF_000805715.1,25419,GCF_001049815.1
1036,Providencia,stuartii,0.29363431932191664,839,GCF_000154865.1,20801,GCF_000783455.1
1037,Pseudoalteromonas,haloplanktis,0.7670664622598972,10337,GCF_000497915.1,10338,GCF_000497935.1
1038,Pseudoalteromonas,luteoviolacea,0.9790832393763851,45921,GCF_001625575.1,45926,GCF_001625695.1
1039,Pseudoalteromonas,piscicida,0.6391222831747795,23628,GCF_000967555.1,23629,GCF_000967575.1
1040,Pseudoalteromonas,porphyrae,0.19991789819376027,36125,GCF_001298125.1,36133,GCF_001298415.1
1041,Pseudoalteromonas,ruthenica,0.43936120244246124,5846,GCF_000336495.1,23630,GCF_000967585.1
1042,Pseudobacteroides,cellulosolvens,0.006305976969475416,19606,GCF_000745845.1,34937,GCF_001262605.1
1043,Pseudomonas,abietaniphila,0.0028799142723193354,22506,GCF_000876035.1,23780,GCF_000974525.1
1044,Pseudomonas,aeruginosa,0.5583657587548638,21212,GCF_000794725.1,38998,GCF_001374135.1
1045,Pseudomonas,agarici,0.19972887483054677,4146,GCF_000280785.1,43643,GCF_001543125.1
1046,Pseudomonas,alcaligenes,0.961823895166143,8936,GCF_000455385.1,45131,GCF_001597285.1
1047,Pseudomonas,amygdali,0.5224442353462113,22686,GCF_000935735.1,35979,GCF_001293845.1
1048,Pseudomonas,avellanae,0.11558129041961197,4803,GCF_000302915.1,8618,GCF_000441975.1
1049,Pseudomonas,balearica,0.3998835177635411,21949,GCF_000818015.1,44496,GCF_001575025.1
1050,Pseudomonas,chlororaphis,0.7118007151948603,14154,GCF_000597925.1,45221,GCF_001602135.1
1051,Pseudomonas,citronellolis,0.4206562113082955,41274,GCF_001446995.1,44847,GCF_001586155.1
1052,Pseudomonas,coronafaciens,0.37973467795185784,35326,GCF_001275735.1,40255,GCF_001400695.1
1053,Pseudomonas,corrugata,0.2224424778761062,40544,GCF_001412065.1,40546,GCF_001412195.1
1054,Pseudomonas,denitrificans,0.3989320280342641,25945,GCF_001065155.1,25959,GCF_001065515.1
1055,Pseudomonas,fluorescens,0.9766240365884644,22511,GCF_000876175.1,24555,GCF_001020765.1
1056,Pseudomonas,fragi,0.00944752515917026,3077,GCF_000250595.1,43648,GCF_001543265.1
1057,Pseudomonas,fulva,0.003376995497339337,15089,GCF_000621265.1,19272,GCF_000730565.1
1058,Pseudomonas,fuscovaginae,0.8842888486120385,9379,GCF_000467065.1,35970,GCF_001293465.1
1059,Pseudomonas,helleri,0.5188015282525639,25242,GCF_001043025.1,25243,GCF_001043065.1
1060,Pseudomonas,mediterranea,0.22060196824940737,20408,GCF_000774145.1,40545,GCF_001412185.1
1061,Pseudomonas,monteilii,0.005766369047619048,15088,GCF_000621245.1,19273,GCF_000730605.1
1062,Pseudomonas,nitroreducens,0.014573088958426465,10790,GCF_000518065.1,21636,GCF_000807755.1
1063,Pseudomonas,parafulva,0.941947676135357,8418,GCF_000425765.1,42111,GCF_001477225.1
1064,Pseudomonas,plecoglossicida,0.09139728335263768,8105,GCF_000412715.1,18063,GCF_000688275.1
1065,Pseudomonas,poae,0.350488255476379,5845,GCF_000336465.1,41070,GCF_001439785.1
1066,Pseudomonas,pseudoalcaligenes,0.0033364473508608033,4627,GCF_000297075.2,23280,GCF_000953455.1
1067,Pseudomonas,psychrophila,0.24791408508880627,24066,GCF_001005765.1,25241,GCF_001043005.1
1068,Pseudomonas,psychrotolerans,0.4632582322357019,42094,GCF_001476825.1,42096,GCF_001476875.1
1069,Pseudomonas,putida,0.8867513611615245,7446,GCF_000390005.2,8057,GCF_000410575.1
1070,Pseudomonas,savastanoi,0.4898861501050072,1701,GCF_000187045.1,19325,GCF_000732035.1
1071,Pseudomonas,stutzeri,0.9074616695059625,3619,GCF_000267545.1,4179,GCF_000282955.1
1072,Pseudomonas,syringae,0.9157517899761336,5760,GCF_000334035.1,22687,GCF_000935765.1
1073,Pseudomonas,syringae group genomosp. 7,0.2610358665663406,40258,GCF_001400835.1,40273,GCF_001401315.1
1074,Pseudomonas,thermotolerans,0.3072708113804004,6861,GCF_000364625.1,10669,GCF_000513835.1
1075,Pseudomonas,tolaasii,0.2923029222540888,3987,GCF_000276565.1,5190,GCF_000316215.1
1076,Pseudomonas,veronii,0.5143950437317785,23861,GCF_000982395.1,41069,GCF_001439695.1
1077,Pseudorhodobacter,ferrugineus,0.005546240165097382,8363,GCF_000420745.1,32207,GCF_001202045.1
1078,Pseudothermotoga,elfii,0.003434065934065934,10468,GCF_000504085.1,15092,GCF_000621345.1
1079,Pseudothermotoga,hypogea,0.0012330456226880395,10469,GCF_000504105.1,18796,GCF_000711815.1
1080,Pseudoxanthomonas,suwonensis,0.5725244072524407,10799,GCF_000519025.1,11012,GCF_000526975.1
1081,Psychrobacter,phenylpyruvicus,0.022768434670116428,18018,GCF_000685805.1,44969,GCF_001591185.1
1082,Rahnella,aquatilis,0.2984849523548365,19371,GCF_000735505.1,21395,GCF_000799835.1
1083,Raoultella,ornithinolytica,0.29362214199759323,2967,GCF_000247895.1,22671,GCF_000935285.1
1084,Raoultella,planticola,0.29044485767415246,19423,GCF_000737915.1,25966,GCF_001065685.1
1085,Rathayibacter,toxicus,0.07858910891089109,8417,GCF_000425325.1,24020,GCF_000986985.1
1086,Regiella,insecticola,0.6788295434514366,623,GCF_000143625.1,4220,GCF_000284655.1
1087,Rhizobium,alamii,0.007484871005414588,19599,GCF_000744505.1,21396,GCF_000799895.1
1088,Rhizobium,etli,0.8663272677238485,8626,GCF_000442435.1,21908,GCF_000816125.1
1089,Rhizobium,leguminosarum,0.8839429195860384,10709,GCF_000515375.1,10858,GCF_000520875.1
1090,Rhizobium,mesoamericanum,0.6087172988141577,5114,GCF_000312665.1,8447,GCF_000427925.1
1091,Rhodanobacter,denitrificans,0.5295766337217879,2486,GCF_000230695.2,45733,GCF_001617385.1
1092,Rhodanobacter,thiooxydans,0.24264571532980084,3507,GCF_000264375.1,45732,GCF_001617355.1
1093,Rhodobacter,capsulatus,0.7304672897196262,436,GCF_000021865.1,40327,GCF_001402725.1
1094,Rhodobacter,sphaeroides,0.5063318540967637,407,GCF_000021005.1,44563,GCF_001576595.1
1095,Rhodococcus,equi,0.27227654593031264,1948,GCF_000196695.1,9542,GCF_000473915.1
1096,Rhodococcus,erythropolis,0.4124389327320556,134,GCF_000010105.1,2330,GCF_000225665.1
1097,Rhodococcus,fascians,0.9698103536647873,20027,GCF_000760685.1,20033,GCF_000760835.1
1098,Rhodococcus,pyridinivorans,0.6577329050022946,2651,GCF_000236965.1,41790,GCF_001465325.1
1099,Rhodococcus,qingshengii,0.42290888368264423,18381,GCF_000698455.1,45891,GCF_001623435.1
1100,Rhodococcus,ruber,0.3056379821958457,6169,GCF_000347955.2,22195,GCF_000824945.1
1101,Rhodonellum,psychrophilum,0.006250662146413815,7240,GCF_000381545.1,9538,GCF_000473765.1
1102,Rhodopirellula,baltica,0.5216533538639208,4871,GCF_000304635.1,5704,GCF_000330745.1
1103,Rhodopirellula,europaea,0.6003240740740741,5854,GCF_000338295.1,6126,GCF_000346315.1
1104,Rhodospirillum,rubrum,0.014364124722643933,229,GCF_000013085.1,2336,GCF_000225955.1
1105,Rhodothermus,marinus,0.6356812933025404,489,GCF_000024845.1,2315,GCF_000224745.1
1106,Rhodovulum,sulfidophilum,0.5104926596415383,43806,GCF_001548075.1,45988,GCF_001633145.1
1107,Richelia,intracellularis,0.647725321888412,6224,GCF_000350105.1,6225,GCF_000350125.1
1108,Rickettsia,amblyommii,0.26788218793828894,23543,GCF_000964675.1,23556,GCF_000964995.1
1109,Rickettsia,australis,0.020808323329331732,3859,GCF_000273745.1,4206,GCF_000284155.1
1110,Rickettsia,bellii,0.11766903249906611,348,GCF_000018245.1,23558,GCF_000965045.1
1111,Rickettsia,canadensis,0.29312762973352036,256,GCF_000014345.1,4200,GCF_000283915.1
1112,Rickettsia,conorii,0.21307037896365041,3318,GCF_000257435.1,3413,GCF_000261325.1
1113,Rickettsia,felis,0.09902710215427381,21513,GCF_000804505.1,21514,GCF_000804525.1
1114,Rickettsia,hoogstraalii,0.2310704960835509,22231,GCF_000825685.1,23550,GCF_000964845.1
1115,Rickettsia,japonica,0.0012738853503184713,4188,GCF_000283595.1,4794,GCF_000302635.2
