id,entity:miniseq_id,biosample_accession,submission_id,amrfinderplus_amr_genes,ts_mlst_predicted_st,gambit_predicted_taxon,city,received_date,Provider,collection_date,dataset,est_coverage,genome_length,kleborate_bla_resistance_genes,kleborate_key_resistance_genes,kleborate_mlst_sequence_type,r1_mean_q,read1,run_id,seq_platform,serotypefinder_serotype,collected_by,contigs_fastg,contigs_lastgraph,design_description,filetype,geo_loc_name,host,host_disease,instrument_model,isolate,isolation_source,isolation_type,lat_lon,library_ID,library_layout,library_selection,library_source,library_strategy,organism,platform,title,jared_notes
19_99928,19_99928,SAMN13416976,,"acrF,aadA1,sat2,dfrA1,emrD,blaEC",ST152,Shigella sonnei,,,,,19_99928,115.21,4708700,AmpC1*,,,34.78,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/7c7d9b6d-64ae-42c7-9263-0644e4735c37/basespace_fetch/b7ad22df-3c72-4af8-9e5b-cd665c9375dc/call-fetch_bs/19_99928_R1.fastq.gz,,ILLUMINA,:H16,,,,,,,,,,,,,,,,,,,,,,
20-00022658,20-00022658,SAMN13747364,,"acrF,emrD,blaEC,aadA1,sat2,dfrA1",ST152,Shigella sonnei,Reno,2020-01-03,Renown,2019-12-27,CL2020-00022658,127.16,4771317,AmpC1*,,,35.45,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/7c7d9b6d-64ae-42c7-9263-0644e4735c37/basespace_fetch/4fbee9b8-bd3f-436f-b8b6-9a441fe77f85/call-fetch_bs/CL2020-00022658_R1.fastq.gz,,ILLUMINA,:H16,,,,,,,,,,,,,,,,,,,,,,
20-00022773,20-00022773,SAMN13836824,,"acrF,emrD,blaEC,dfrA1,sat2,aadA1",ST152,Shigella sonnei,Reno,2020-01-06,Renown,2019-12-30,CL2020-00022773,82.58,4636552,AmpC1*,,,35.56,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/7c7d9b6d-64ae-42c7-9263-0644e4735c37/basespace_fetch/ef350c60-419f-4284-b409-e3a51dc03f13/call-fetch_bs/CL2020-00022773_R1.fastq.gz,,ILLUMINA,:H16,,,,,,,,,,,,,,,,,,,,,,
20-00087722,20-00087722,SAMN15358168,,"mdsA,mdsB,tet(A),aph(6)-Id,aph(3'')-Ib",ST33,Salmonella enterica,,,,,CL2020-00087722,90.43,4679342,,,,35.57,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/3acd5343-2389-4e4c-9694-2274f54bdda9/basespace_fetch/ac8feb31-b787-4566-974a-dea84d3a086c/call-fetch_bs/20-00087722_R1.fastq.gz,NV-MN01149-200623,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
20-00087750,20-00087750,SAMN15358166,,"mdsA,mdsB,aph(3'')-Ib,aph(6)-Id,tet(A)",ST33,Salmonella enterica,,,,,CL2020-00087750,97.51,4679090,,,,35.53,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/3acd5343-2389-4e4c-9694-2274f54bdda9/basespace_fetch/35d02d42-bb0b-4a1c-bc6d-cdf2eea730be/call-fetch_bs/20-00087750_R1.fastq.gz,NV-MN01149-200623,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00352982,21-00352982,SAMN18687472,,"mdsB,mdsA",ST11,Salmonella enterica,,,,,CL2021-00335239-NV-MN01149-210408,66.79,4696892,,,,35.53,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/3acd5343-2389-4e4c-9694-2274f54bdda9/basespace_fetch/6d04af02-d22c-400c-b60e-c318164b067b/call-fetch_bs/21-00352982_R1.fastq.gz,NV-MN01149-210408,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00365296,21-00365296,SAMN19669604,,"acrF,mdtM,blaEC,emrD",ST655,Escherichia coli,Reno,2021-05-25,Renown Regional Medical Center,2021-05-23,CL2021-00365296-NV-MN01149-210609,81.59,5130510,AmpC1*,,,33.54,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/f1dc6197-44fd-44d3-8fed-6e9aaf6d7dc0/basespace_fetch/360ca89d-410d-494c-9380-677ef08cac61/call-fetch_bs/CL2021-00365296_R1.fastq.gz,NV-MN01149-210609,ILLUMINA,O121:H19,,,,,,,,,,,,,,,,,,,,,,
21-00365297,21-00365297,SAMN19669728,,blaOXA-193,ST1082,Campylobacter coli,Reno,2021-05-25,Renown Regional Medical Center,2021-05-23,CL2021-00365297-NV-MN01149-210609,82.64,1694081,OXA-450*,,,33.66,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/f1dc6197-44fd-44d3-8fed-6e9aaf6d7dc0/basespace_fetch/e9ba6bbb-08ce-4036-bc17-65d032afee55/call-fetch_bs/CL2021-00365297_R1.fastq.gz,NV-MN01149-210609,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00366833,21-00366833,SAMN19669807,,"mdsB,mdsA",ST112,Salmonella enterica,Reno,2021-06-07,Saint Mary's Hospital,2021-06-03,CL2021-00366833-NV-MN01149-210609,72.18,4757371,,,,33.41,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/339548dc-0377-488a-ad47-40162a7caf15/basespace_fetch/c19050e5-d4ea-40ae-9a48-eaa2ab4ab6b0/call-fetch_bs/cacheCopy/CL2021-00366833_R1.fastq.gz,NV-MN01149-210609,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00367832b,21-00367832b,SAMN19875790,,"mdsB,mdsA",ST873,Salmonella enterica,,,,,CL2021-00367832-NV-MN01149-210623,52.29,4511209,,,,35.59,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/f2adf232-7964-4ac5-9d2e-7f11aed46fb4/basespace_fetch/7102f7e5-192d-45a7-9d6d-09f658619e58/call-fetch_bs/CL2021-00367832_R1.fastq.gz,NV-MN01149-210624,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00367992,21-00367992,SAMN19842401,,"mdsB,mdsA",ST873,Salmonella enterica,Reno,2021-06-15,Renown Regional Medical Center,2021-06-11,CL2021-00367992-NV-MN01149-210622,23.53,4508864,,,,35.61,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d3590305-a3e3-4bf6-8264-f1f5bafa0832/basespace_fetch/c387d354-9752-42cc-8ca2-5c0f8969571e/call-fetch_bs/CL2021-00367992_R1.fastq.gz,NV-MN01149-210622,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00368644B,21-00368644b,,,blaOXA,ST50,Campylobacter jejuni,,,,,CL2021-00368644-NV-MN01149-210701,43.06,1660282,OXA-450*,,,35.92,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9ff4637d-116b-43b5-b214-03acca727344/basespace_fetch/f6508693-00e6-4406-8a3a-3e9a96d9b447/call-fetch_bs/CL2021-00368644_R1.fastq.gz,NV-MN01149-210701,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00369431,21-00369431,SAMN20153919,,"mdsA,mdsB",No ST predicted,Salmonella enterica,Fallon,2021-06-24,Banner Churchill Community Hospital,2021-06-17,CL2021-00369431-NV-MN01149-210701,51.97,4459255,,,,35.84,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9ff4637d-116b-43b5-b214-03acca727344/basespace_fetch/ea7fdfa0-3441-4b60-afdd-17581ad7115a/call-fetch_bs/CL2021-00369431_R1.fastq.gz,NV-MN01149-210701,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00369565,21-00369565,SAMN30469473,,"emrD,mdtM,acrF,blaEC",ST21,Escherichia coli,Reno,2021-06-25,Renown,2021-06-22,369565-NV-MN01149-211007,115.45,5592705,AmpC1*,,,35.33,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/90403d4f-f29c-4081-83c7-6318f335f882/basespace_fetch/61acd341-54ce-46cf-822a-34c03178dfbd/call-fetch_bs/369565_R1.fastq.gz,NV-MN01149-211007,ILLUMINA,O69:H11,,,,,,,,,,,,,,,,,,,,,,
21-00369711,21-00369711,SAMN20156241,,"mdsA,mdsB",ST26,Salmonella enterica,Reno,2021-06-28,Burnett,2021-06-22,369711-NV-A01307-210721,377.79,4661978,,,,35.89,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d615e368-b405-4de0-83df-6a293e29dd15/basespace_fetch/88c4bdc4-b021-44be-b7e8-f8452d5bdd82/call-fetch_bs/369711_R1.fastq.gz,NV-A01307-210721,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00369713,21-00369713,SAMN20156242,,"mdsB,mdsA,mph(A),sul1,aadA2,blaCARB-2,qnrA1,sul1,dfrA1,tet(A),floR",ST132,Salmonella enterica,South Lake Tahoe,2021-06-28,Miller,2021-06-23,369713-NV-A01307-210721,280.74,4824096,CARB-2.v1,,,35.67,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d615e368-b405-4de0-83df-6a293e29dd15/basespace_fetch/87c7e619-a2ed-4abc-8113-3d406f955183/call-fetch_bs/369713_R1.fastq.gz,NV-A01307-210721,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00370385,21-00370385,SAMN20209537,,blaOXA,ST50,Campylobacter jejuni,Reno,2021-07-01,Saint Mary's Hospital,2021-06-29,CL2021-00370385-NV-MN01149-210712,93.8,1668361,OXA-450*,,,36.17,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/081e3d26-073d-4e79-93a0-2525a7b8c8e3/basespace_fetch/1ea3690e-4c04-4a77-9c0a-030ec48e90da/call-fetch_bs/CL2021-00370385_R1.fastq.gz,NV-MN01149-210712,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00370693,21-00370693,SAMN20204101,,"acrF,emrD,blaEC",ST582,Escherichia coli,Reno,2021-07-06,VA Medical Center,2021-07-01,CL2021-00370693-NV-MN01149-210712,51.28,4665165,,,,35.82,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/081e3d26-073d-4e79-93a0-2525a7b8c8e3/basespace_fetch/8469b0f1-8062-4b6e-ba77-dce41adf6c5a/call-fetch_bs/CL2021-00370693_R1.fastq.gz,NV-MN01149-210712,ILLUMINA,O132:H34,,,,,,,,,,,,,,,,,,,,,,
21-00371362,21-00371362,SAMN20203784,,"mdsB,mdsA",ST27,Salmonella enterica,Reno,2021-07-09,Renown Regional Medical Center,2021-07-05,CL2021-00371362-NV-MN01149-210712,66.63,4776492,,,,36.01,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/081e3d26-073d-4e79-93a0-2525a7b8c8e3/basespace_fetch/bbf20137-272d-4d76-a270-1f1e41544281/call-fetch_bs/CL2021-00371362_R1.fastq.gz,NV-MN01149-210712,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00371363,21-00371363,SAMN20203783,,"mdsB,mdsA,aadA2,floR,tet(G),blaCARB-2,sul1",ST19,Salmonella enterica,Reno,2021-07-09,Renown Regional Medical Center,2021-07-03,CL2021-00371363-NV-MN01149-210712,65.91,4933990,CARB-2.v1^,,,36.13,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/081e3d26-073d-4e79-93a0-2525a7b8c8e3/basespace_fetch/8c68f49e-fd09-4c57-ac04-ae2b226f8120/call-fetch_bs/CL2021-00371363_R1.fastq.gz,NV-MN01149-210712,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00371740,21-00371740,SAMN20994883,,"mdtM,acrF,blaEC,emrD",ST399,Escherichia coli,Sparks,2021-07-12,Northern Nevada Medical Center,2021-07-07,CL2021-00371740-NV-A01307-210721,412.27,4689026,AmpC1*,,,35.87,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d615e368-b405-4de0-83df-6a293e29dd15/basespace_fetch/00341321-2aa6-4d1c-9cc5-e340d578b7d7/call-fetch_bs/CL2021-00371740_R1.fastq.gz,NV-A01307-210717,ILLUMINA,O3:H30,,,,,,,,,,,,,,,,,,,,,,
21-00372063,21-00372063,,,"acrF,emrD,blaEC,tet(A),aph(3'')-Ib,aph(6)-Id,mdtM",No ST predicted,Escherichia coli,Carson City,2021-07-13,Carson - Tahoe Regional Healthcare,2021-07-09,CL2021-00372063-NV-MN01149-210818,144.09,6632374,AmpC1*,,,35.72,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d615e368-b405-4de0-83df-6a293e29dd15/basespace_fetch/1e658ef0-68ea-423c-a332-00baf0da487c/call-fetch_bs/CL2021-00372063_R1.fastq.gz,NV-MN01149-210818,ILLUMINA,O145/O26:H11,,,,,,,,,,,,,,,,,,,,,,QC Fail
21-00372500,21-00372500,SAMN20840916,,"acrF,emrD,mdtM,blaEC",ST21,Escherichia coli,Phoenix,2021-07-14,Laboratory Corporation of America,2021-07-09,CL2021-00372500-NV-A01307-210721,271.78,5354904,AmpC1*,,,35.78,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d615e368-b405-4de0-83df-6a293e29dd15/basespace_fetch/53c6b829-17fb-4e63-b37b-0927d0a5e2df/call-fetch_bs/CL2021-00372500_R1.fastq.gz,NV-A01307-210719,ILLUMINA,O26:H11,,,,,,,,,,,,,,,,,,,,,,
21-00372680,21-00372680,SAMN20934134,,No AMR genes detected by NCBI-AMRFinderPlus,ST63,Salmonella,Reno,2021-07-15,Renown Regional Medical Center,2021-07-09,CL2021-00372680-NV-A01307-210721,510.8,4699412,,,,35.94,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d615e368-b405-4de0-83df-6a293e29dd15/basespace_fetch/d54868d0-88d7-4c3b-baf3-e864302dd668/call-fetch_bs/CL2021-00372680_R1.fastq.gz,NV-A01307-210720,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00373409,21-00373409,SAMN20886720,,"mdsA,mdsB",No ST predicted,Salmonella enterica,Reno,2021-07-19,Renown Regional Medical Center,2021-07-13,CL2021-00373409-NV-A01307-210721,464.39,4619037,,,,35.89,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d615e368-b405-4de0-83df-6a293e29dd15/basespace_fetch/f1f581a1-1b66-4e39-bf70-45581f165921/call-fetch_bs/CL2021-00373409_R1.fastq.gz,NV-A01307-210721,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00373410,21-00373410,SAMN20886743,,"blaOXA-193,tet(O)",ST982,Campylobacter jejuni,Reno,2021-07-19,Renown,2021-07-15,CL2021-00373410-NV-MN01149-210804,71.92,1716033,OXA-450*,,,36.09,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d6815cf2-6f80-436c-8ae5-5588d44dea3d/basespace_fetch/cfe13dcc-2cc2-44fa-b938-fb06a0295d0b/call-fetch_bs/CL2021-00373410_R1.fastq.gz,NV-MN01149-210804,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00379180,21-00379180,SAMN21040817,,blaOXA-193,ST45,Campylobacter jejuni,Reno,2021-08-04,Renown,2021-08-02,CL2021-00379180-NV-MN01149-210827,105.61,1648033,,,,35,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/2e3b4ceb-3551-4e6a-8de5-733cbe1f1de9/basespace_fetch/6dd489e8-8dd7-49c3-a302-62d87bcbe1a7/call-fetch_bs/379180_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00382554,21-00382554,SAMN21091250,,"mdsA,mdsB,tet(A),aph(6)-Id,aph(3'')-Ib",ST33,Salmonella enterica,Reno,2021-08-09,Renown,2021-08-03,CL2021-00382554-NV-MN01149-210827,110.55,4674229,,,,34.99,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/2e3b4ceb-3551-4e6a-8de5-733cbe1f1de9/basespace_fetch/0a38ff84-cfea-4b01-9d8e-701e0fe44c35/call-fetch_bs/382554_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00382555,21-00382555,SAMN21040816,,blaOXA-193,ST227,Campylobacter jejuni,Reno,2021-08-09,Renown,2021-08-06,CL2021-00382555-NV-MN01149-210827,69.81,1672762,,,,35.1,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b49a4e2c-ddde-4d5c-907d-b94fbf540ec3/basespace_fetch/ff0483da-c737-4379-8b9d-25d4630c3d5c/call-fetch_bs/382555_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00382557,21-00382557,SAMN21040814,,"blaOXA,tet(O)",ST872,Campylobacter coli,Phoenix,2021-08-09,E. Sierra Medical Group,2021-07-27,CL2021-00382557-NV-MN01149-210827,95.91,1664644,,,,35.05,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b49a4e2c-ddde-4d5c-907d-b94fbf540ec3/basespace_fetch/7d74abee-07cb-45b1-bcf3-25c957b8aff3/call-fetch_bs/382557_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00384581,21-00384581,SAMN21091252,,No AMR genes detected by NCBI-AMRFinderPlus,ST870,Salmonella,Carson City,2021-08-10,Carson-Tahoe Regional Healthcare,2021-08-04,CL2021-00384581-NV-MN01149-210827,113.07,4460303,,,,34.86,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b49a4e2c-ddde-4d5c-907d-b94fbf540ec3/basespace_fetch/f34d8b4f-a9a5-4fab-a058-9ac8cd3ceb76/call-fetch_bs/384581_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00393597,21-00393597,SAMN21578974,,"tet(35),blaCARB-18,catC,tet(34)",ST1525,Vibrio parahaemolyticus,,,,2021-08-19,CL2021-00393597-NV-MN01149-210827,56.58,5199825,,,,34.93,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/c05d711f-e350-4d49-b353-41a495a4511d/basespace_fetch/8a7e7765-2944-4b0f-acca-71031839c511/call-fetch_bs/cacheCopy/21-00393597_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00393598,21-00393598,SAMN21578977,,"blaCARB-20,catC,tet(34),tet(35)",ST135,Vibrio parahaemolyticus,,,,2021-08-19,CL2021-00393598-NV-MN01149-210827,104.43,5288407,,,,35.03,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/c05d711f-e350-4d49-b353-41a495a4511d/basespace_fetch/aa4da9c8-cb87-4306-8680-42dcff6c2922/call-fetch_bs/cacheCopy/21-00393598_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00393599,21-00393599,SAMN21578979,,"catC,tet(35),blaCARB-18,tet(34)",ST22,Vibrio parahaemolyticus,,,,2021-08-19,CL2021-00393599-NV-MN01149-210827,74.88,4961250,,,,35.02,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/c05d711f-e350-4d49-b353-41a495a4511d/basespace_fetch/e840cf16-2861-4b3b-b056-d4992e19f5c9/call-fetch_bs/cacheCopy/21-00393599_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00393600,21-00393600,SAMN21578981,,"blaCARB-20,tet(35),catC,tet(34)",ST135,Vibrio parahaemolyticus,,,,2021-08-19,CL2021-00393600-NV-MN01149-210827,61.64,5374818,,,,34.78,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/c05d711f-e350-4d49-b353-41a495a4511d/basespace_fetch/a088cd7d-c89d-43fd-b7c2-1fb988c9df38/call-fetch_bs/cacheCopy/21-00393600_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00393601,21-00393601,SAMN21578983,,"blaCARB-21,tet(35),tet(34),catC",ST1521,Vibrio parahaemolyticus,,,,2021-08-19,CL2021-00393601-NV-MN01149-210827,51.02,5263253,,,,34.92,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/c05d711f-e350-4d49-b353-41a495a4511d/basespace_fetch/272f9485-c7ae-4ec6-8945-057cc1ed0048/call-fetch_bs/cacheCopy/21-00393601_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00396531,21-00396531,SAMN21040815,,"blaOXA-460,tet(O)",ST6662,Campylobacter jejuni,Phoenix,2021-08-24,LabCorp,2021-08-16,CL2021-00396531-NV-MN01149-210827,67.9,1691041,,,,35,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b49a4e2c-ddde-4d5c-907d-b94fbf540ec3/basespace_fetch/55945fa4-9d4f-439b-9c10-b4da8ab8aa64/call-fetch_bs/396531_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00399187,21-00399187,SAMN21578985,,"catC,blaCARB-18,tet(35),tet(34)",ST10,Vibrio parahaemolyticus,Carson City,2021-08-24,Carson Health and Human Services,2021-08-24,CL2021-00399187-NV-MN01149-210828,71.6,5318679,,,,34.99,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/c05d711f-e350-4d49-b353-41a495a4511d/basespace_fetch/334fe366-1d30-4d1a-ab16-3e2658878822/call-fetch_bs/cacheCopy/21-00399187_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00399188,21-00399188,SAMN21578987,,"blaCARB-21,tet(35),catC,tet(34)",ST323,Vibrio parahaemolyticus,Carson City,2021-08-24,Carson Health and Human Services,2021-08-24,CL2021-00399188-NV-MN01149-210828,47.42,5269375,,,,34.88,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/c05d711f-e350-4d49-b353-41a495a4511d/basespace_fetch/5de09607-dcce-4412-948d-b810cb141a44/call-fetch_bs/21-00399188_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00399189,21-00399189,SAMN21578991,,"blaCARB-20,tet(35),catC,tet(34)",ST135,Vibrio parahaemolyticus,Carson City,2021-08-24,Carson Health and Human Services,2021-08-24,CL2021-00399189-NV-MN01149-210828,38.93,5287055,,,,34.89,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/c05d711f-e350-4d49-b353-41a495a4511d/basespace_fetch/5e5a92b0-ab0b-43ed-bafc-1d7ee51010ad/call-fetch_bs/21-00399189_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00399190,21-00399190,SAMN21578994,,"tet(35),blaCARB-18,catC,tet(34)",No ST predicted,Vibrio parahaemolyticus,Carson City,2021-08-24,Carson Health and Human Services,2021-08-24,CL2021-00399190-NV-MN01149-210828,47.57,5463705,,,,34.79,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/c05d711f-e350-4d49-b353-41a495a4511d/basespace_fetch/07db5843-c63f-4bee-8596-12f4148affc2/call-fetch_bs/21-00399190_R1.fastq.gz,NV-MN01149-210828,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00400696,21-00400696,SAMN21523668,,No AMR genes detected by NCBI-AMRFinderPlus,ST469,Campylobacter jejuni,Carson City,2021-08-27,Carson - Tahoe Regional Healthcare,2021-08-25,CL2021-00400696-NV-MN01149-210917,220.86,1675448,,,,35.5,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/5f483b58-9bf9-4ab4-9552-cffd36718253/basespace_fetch/5bae9035-afcb-4a78-9465-658f926408a6/call-fetch_bs/CL2021-00400696_R1.fastq.gz,NV-MN01149-210917,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00404510,21-00404510,SAMN21523673,,"blaOXA-623,aph(3')-IIIa,aph(2'')-Ih,tet(O)",ST5453,Campylobacter jejuni,Reno,2021-08-31,Renown Regional Medical Center,2021-08-29,CL2021-00404510-NV-MN01149-210917,75.38,1744600,,,,35.45,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/5f483b58-9bf9-4ab4-9552-cffd36718253/basespace_fetch/3e35d98f-87cb-4f0a-9b22-e40f8797ea6a/call-fetch_bs/CL2021-00404510_R1.fastq.gz,NV-MN01149-210917,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00414282,21-00414282,SAMN21523994,,"emrD,blaEC,mdtM,acrF,blaTEM,dfrA17,aadA5,sul1,mph(A)",ST101,Escherichia coli,Fallon,2021-09-07,Banner Churchill Community Hospital,2021-09-03,CL2021-00414282-NV-MN01149-210917,166.82,5010404,,,,35.23,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/5f483b58-9bf9-4ab4-9552-cffd36718253/basespace_fetch/eb8fd513-703f-48f5-8d90-4d31219f6172/call-fetch_bs/CL2021-00414282_R1.fastq.gz,NV-MN01149-210917,ILLUMINA,O153:H21,,,,,,,,,,,,,,,,,,,,,,
21-00414283,21-00414283,SAMN21523680,,"blaOXA-623,aph(3')-IIIa,aph(2'')-Ih,tet(O)",ST5453,Campylobacter jejuni,Reno,2021-09-07,Washoe County Health District,2021-09-06,CL2021-00414283-NV-MN01149-210917,101.37,1746365,,,,35.37,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/5f483b58-9bf9-4ab4-9552-cffd36718253/basespace_fetch/05fb4e85-4af9-4f2a-ba94-b09a5b21289f/call-fetch_bs/CL2021-00414283_R1.fastq.gz,NV-MN01149-210917,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00415397,21-00415397,SAMN21523676,,blaOXA-193,ST222,Campylobacter jejuni,Reno,2021-09-08,Renown Regional Medical Center,2021-09-06,CL2021-00415397-NV-MN01149-210917,146.94,1664294,,,,35.49,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/5f483b58-9bf9-4ab4-9552-cffd36718253/basespace_fetch/74dcfef9-75a6-4a40-af57-86e5a0dcaf35/call-fetch_bs/CL2021-00415397_R1.fastq.gz,NV-MN01149-210917,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00420742,21-00420742,SAMN21525044,,"mdsA,mdsB,tet(B),aph(6)-Id,aph(3'')-Ib,sul2,blaTEM-1",ST34,Salmonella enterica,Carson City,2021-09-13,Carson - Tahoe Regional Healthcare,2021-09-04,CL2021-00420742-NV-MN01149-210917,48.9,5004051,,,,35.18,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/5f483b58-9bf9-4ab4-9552-cffd36718253/basespace_fetch/518948a0-b5d0-405b-bbf6-aa4ff102a803/call-fetch_bs/CL2021-00420742_R1.fastq.gz,NV-MN01149-210917,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
21-00428011,21-00428011,SAMN22043426,,"blaOXA-193,tet(O)",ST8,Campylobacter jejuni,Carson City,2021-09-17,Carson-Tahoe Regional Healthcare,2021-09-13,CL2021-00428011-NV-MN01149-211001,168.61,1617209,OXA-450*,,,35.77,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d21e3fe9-ede2-4058-805f-9afaf5bd0b5b/basespace_fetch/a788b9d2-f577-476c-8523-97210256144e/call-fetch_bs/428011_R1.fastq.gz,NV-MN01149-211001,ILLUMINA,,,,,,,,,,,,,,,,,,,,,,,
