taxid,parent_taxid,name,rank,lineage_taxids,lineage,nchildren,ngenomes
112413,1813,Amycolatopsis rubida,species,"2, 201174, 1760, 85010, 2070, 1813, 112413",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis rubida,0,1
115433,1813,Amycolatopsis sacchari,species,"2, 201174, 1760, 85010, 2070, 1813, 115433",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis sacchari,0,1
129921,1813,Amycolatopsis keratiniphila,species,"2, 201174, 1760, 85010, 2070, 1813, 129921",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis keratiniphila,0,1
185678,1813,Amycolatopsis viridis,species,"2, 201174, 1760, 85010, 2070, 1813, 185678",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis viridis,0,1
185684,1813,Amycolatopsis granulosa,species,"2, 201174, 1760, 85010, 2070, 1813, 185684",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis granulosa,0,1
187982,1813,Amycolatopsis palatopharyngis,species,"2, 201174, 1760, 85010, 2070, 1813, 187982",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis palatopharyngis,0,1
208439,1813,Amycolatopsis japonica,species,"2, 201174, 1760, 85010, 2070, 1813, 208439",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis japonica,0,1
208441,1813,Amycolatopsis decaplanina,species,"2, 201174, 1760, 85010, 2070, 1813, 208441",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis decaplanina,0,1
208443,1813,Amycolatopsis balhimycina,species,"2, 201174, 1760, 85010, 2070, 1813, 208443",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis balhimycina,0,1
208444,1813,Amycolatopsis vancoresmycina,species,"2, 201174, 1760, 85010, 2070, 1813, 208444",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis vancoresmycina,0,1
208445,1813,Amycolatopsis tolypomycina,species,"2, 201174, 1760, 85010, 2070, 1813, 208445",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis tolypomycina,0,1
218821,1813,Amycolatopsis pretoriensis,species,"2, 201174, 1760, 85010, 2070, 1813, 218821",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis pretoriensis,0,1
218822,1813,Amycolatopsis lexingtonensis,species,"2, 201174, 1760, 85010, 2070, 1813, 218822",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis lexingtonensis,0,1
218823,1813,Amycolatopsis kentuckyensis,species,"2, 201174, 1760, 85010, 2070, 1813, 218823",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis kentuckyensis,0,1
287986,1813,Amycolatopsis rifamycinica,species,"2, 201174, 1760, 85010, 2070, 1813, 287986",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis rifamycinica,0,1
330084,1813,Amycolatopsis jejuensis,species,"2, 201174, 1760, 85010, 2070, 1813, 330084",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis jejuensis,0,1
336628,1813,Amycolatopsis umgeniensis,species,"2, 201174, 1760, 85010, 2070, 1813, 336628",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis umgeniensis,0,1
342230,1813,Amycolatopsis taiwanensis,species,"2, 201174, 1760, 85010, 2070, 1813, 342230",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis taiwanensis,0,1
346045,1813,Amycolatopsis benzoatilytica,species,"2, 201174, 1760, 85010, 2070, 1813, 346045",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis benzoatilytica,0,1
381445,1813,Amycolatopsis nigrescens,species,"2, 201174, 1760, 85010, 2070, 1813, 381445",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis nigrescens,0,1
394193,1813,Amycolatopsis saalfeldensis,species,"2, 201174, 1760, 85010, 2070, 1813, 394193",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis saalfeldensis,0,1
490629,1813,Amycolatopsis marina,species,"2, 201174, 1760, 85010, 2070, 1813, 490629",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis marina,0,1
546364,1813,Amycolatopsis australiensis,species,"2, 201174, 1760, 85010, 2070, 1813, 546364",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis australiensis,0,1
546365,1813,Amycolatopsis regifaucium,species,"2, 201174, 1760, 85010, 2070, 1813, 546365",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis regifaucium,0,1
587909,1813,Amycolatopsis arida,species,"2, 201174, 1760, 85010, 2070, 1813, 587909",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis arida,0,1
589330,1813,Amycolatopsis thailandensis,species,"2, 201174, 1760, 85010, 2070, 1813, 589330",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis thailandensis,0,1
589385,1813,Amycolatopsis xylanica,species,"2, 201174, 1760, 85010, 2070, 1813, 589385",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis xylanica,0,1
664692,1813,Amycolatopsis pithecellobii,species,"2, 201174, 1760, 85010, 2070, 1813, 664692",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis pithecellobii,0,1
700274,1813,Amycolatopsis roodepoortensis,species,"2, 201174, 1760, 85010, 2070, 1813, 700274",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis roodepoortensis,0,1
715473,1813,Amycolatopsis acidiphila,species,"2, 201174, 1760, 85010, 2070, 1813, 715473",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis acidiphila,0,1
860233,1813,Amycolatopsis endophytica,species,"2, 201174, 1760, 85010, 2070, 1813, 860233",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis endophytica,0,1
871959,1813,Amycolatopsis circi,species,"2, 201174, 1760, 85010, 2070, 1813, 871959",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis circi,0,1
882444,1813,Amycolatopsis magusensis,species,"2, 201174, 1760, 85010, 2070, 1813, 882444",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis magusensis,0,1
941986,1813,Amycolatopsis bartoniae,species,"2, 201174, 1760, 85010, 2070, 1813, 941986",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis bartoniae,0,1
944492,1813,Amycolatopsis thermalba,species,"2, 201174, 1760, 85010, 2070, 1813, 944492",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis thermalba,0,1
1128664,1813,Amycolatopsis cihanbeyliensis,species,"2, 201174, 1760, 85010, 2070, 1813, 1128664",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis cihanbeyliensis,0,1
1181879,1813,Amycolatopsis jiangsuensis,species,"2, 201174, 1760, 85010, 2070, 1813, 1181879",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis jiangsuensis,0,1
1644109,1813,Amycolatopsis nivea,species,"2, 201174, 1760, 85010, 2070, 1813, 1644109",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis nivea,0,1
1804986,1813,Amycolatopsis albispora,species,"2, 201174, 1760, 85010, 2070, 1813, 1804986",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis albispora,0,1
1840409,1813,Amycolatopsis anabasis,species,"2, 201174, 1760, 85010, 2070, 1813, 1840409",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis anabasis,0,1
1905142,1813,Amycolatopsis vastitatis,species,"2, 201174, 1760, 85010, 2070, 1813, 1905142",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis vastitatis,0,1
2053003,1813,Amycolatopsis rhizosphaerae,species,"2, 201174, 1760, 85010, 2070, 1813, 2053003",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis rhizosphaerae,0,1
2267691,1813,Amycolatopsis eburnea,species,"2, 201174, 1760, 85010, 2070, 1813, 2267691",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis eburnea,0,1
2340917,1813,Amycolatopsis panacis,species,"2, 201174, 1760, 85010, 2070, 1813, 2340917",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis panacis,0,1
2510978,1813,Amycolatopsis suaedae,species,"2, 201174, 1760, 85010, 2070, 1813, 2510978",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis suaedae,0,1
2547244,1813,Amycolatopsis alkalitolerans,species,"2, 201174, 1760, 85010, 2070, 1813, 2547244",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis alkalitolerans,0,1
2596893,1813,Amycolatopsis acidicola,species,"2, 201174, 1760, 85010, 2070, 1813, 2596893",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis acidicola,0,1
2724524,1813,Amycolatopsis acididurans,species,"2, 201174, 1760, 85010, 2070, 1813, 2724524",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis acididurans,0,1
2749434,1813,Amycolatopsis pittospori,species,"2, 201174, 1760, 85010, 2070, 1813, 2749434",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis pittospori,0,1
2760662,1813,Amycolatopsis dendrobii,species,"2, 201174, 1760, 85010, 2070, 1813, 2760662",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Amycolatopsis Amycolatopsis dendrobii,0,1
1835,2070,Saccharopolyspora,genus,"2, 201174, 1760, 85010, 2070, 1835",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora,15,15
1836,1835,Saccharopolyspora erythraea,species,"2, 201174, 1760, 85010, 2070, 1835, 1836",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora erythraea,0,1
1837,1835,Saccharopolyspora hirsuta,species,"2, 201174, 1760, 85010, 2070, 1835, 1837",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora hirsuta,0,1
1838,1835,Saccharopolyspora hordei,species,"2, 201174, 1760, 85010, 2070, 1835, 1838",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora hordei,0,1
28042,1835,Saccharopolyspora rectivirgula,species,"2, 201174, 1760, 85010, 2070, 1835, 28042",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora rectivirgula,0,1
60894,1835,Saccharopolyspora spinosa,species,"2, 201174, 1760, 85010, 2070, 1835, 60894",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora spinosa,0,1
95161,1835,Saccharopolyspora flava,species,"2, 201174, 1760, 85010, 2070, 1835, 95161",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora flava,0,1
146035,1835,Saccharopolyspora kobensis,species,"2, 201174, 1760, 85010, 2070, 1835, 146035",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora kobensis,0,1
418495,1835,Saccharopolyspora shandongensis,species,"2, 201174, 1760, 85010, 2070, 1835, 418495",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora shandongensis,0,1
455193,1835,Saccharopolyspora antimicrobica,species,"2, 201174, 1760, 85010, 2070, 1835, 455193",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora antimicrobica,0,1
455344,1835,Saccharopolyspora gloriosae,species,"2, 201174, 1760, 85010, 2070, 1835, 455344",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora gloriosae,0,1
543886,1835,Saccharopolyspora endophytica,species,"2, 201174, 1760, 85010, 2070, 1835, 543886",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora endophytica,0,1
664693,1835,Saccharopolyspora phatthalungensis,species,"2, 201174, 1760, 85010, 2070, 1835, 664693",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora phatthalungensis,0,1
1181886,1835,Saccharopolyspora dendranthemae,species,"2, 201174, 1760, 85010, 2070, 1835, 1181886",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora dendranthemae,0,1
1530170,1835,Saccharopolyspora subtropica,species,"2, 201174, 1760, 85010, 2070, 1835, 1530170",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora subtropica,0,1
2492662,1835,Saccharopolyspora rhizosphaerae,species,"2, 201174, 1760, 85010, 2070, 1835, 2492662",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharopolyspora Saccharopolyspora rhizosphaerae,0,1
1847,2070,Pseudonocardia,genus,"2, 201174, 1760, 85010, 2070, 1847",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia,24,24
1848,1847,Pseudonocardia thermophila,species,"2, 201174, 1760, 85010, 2070, 1847, 1848",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia thermophila,0,1
2074,1847,Pseudonocardia autotrophica,species,"2, 201174, 1760, 85010, 2070, 1847, 2074",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia autotrophica,0,1
54010,1847,Pseudonocardia asaccharolytica,species,"2, 201174, 1760, 85010, 2070, 1847, 54010",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia asaccharolytica,0,1
54011,1847,Pseudonocardia sulfidoxydans,species,"2, 201174, 1760, 85010, 2070, 1847, 54011",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia sulfidoxydans,0,1
75289,1847,Pseudonocardia xinjiangensis,species,"2, 201174, 1760, 85010, 2070, 1847, 75289",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia xinjiangensis,0,1
76726,1847,Pseudonocardia hydrocarbonoxydans,species,"2, 201174, 1760, 85010, 2070, 1847, 76726",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia hydrocarbonoxydans,0,1
103441,1847,Pseudonocardia spinosispora,species,"2, 201174, 1760, 85010, 2070, 1847, 103441",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia spinosispora,0,1
237656,1847,Pseudonocardia antarctica,species,"2, 201174, 1760, 85010, 2070, 1847, 237656",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia antarctica,0,1
240495,1847,Pseudonocardia dioxanivorans,species,"2, 201174, 1760, 85010, 2070, 1847, 240495",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia dioxanivorans,0,1
260086,1847,Pseudonocardia ammonioxydans,species,"2, 201174, 1760, 85010, 2070, 1847, 260086",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia ammonioxydans,0,1
366584,1847,Pseudonocardia oroxyli,species,"2, 201174, 1760, 85010, 2070, 1847, 366584",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia oroxyli,0,1
401976,1847,Pseudonocardia endophytica,species,"2, 201174, 1760, 85010, 2070, 1847, 401976",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia endophytica,0,1
551276,1847,Pseudonocardia acaciae,species,"2, 201174, 1760, 85010, 2070, 1847, 551276",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia acaciae,0,1
570936,1847,Pseudonocardia parietis,species,"2, 201174, 1760, 85010, 2070, 1847, 570936",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia parietis,0,1
630973,1847,Pseudonocardia bannensis,species,"2, 201174, 1760, 85010, 2070, 1847, 630973",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia bannensis,0,1
630975,1847,Pseudonocardia kunmingensis,species,"2, 201174, 1760, 85010, 2070, 1847, 630975",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia kunmingensis,0,1
648755,1847,Pseudonocardia eucalypti,species,"2, 201174, 1760, 85010, 2070, 1847, 648755",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia eucalypti,0,1
882449,1847,Pseudonocardia cypriaca,species,"2, 201174, 1760, 85010, 2070, 1847, 882449",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia cypriaca,0,1
1128676,1847,Pseudonocardia hierapolitana,species,"2, 201174, 1760, 85010, 2070, 1847, 1128676",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia hierapolitana,0,1
1397368,1847,Pseudonocardia sediminis,species,"2, 201174, 1760, 85010, 2070, 1847, 1397368",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia sediminis,0,1
1716172,1847,Pseudonocardia cytotoxica,species,"2, 201174, 1760, 85010, 2070, 1847, 1716172",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia cytotoxica,0,1
1921578,1847,Pseudonocardia nigra,species,"2, 201174, 1760, 85010, 2070, 1847, 1921578",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia nigra,0,1
2736640,1847,Pseudonocardia broussonetiae,species,"2, 201174, 1760, 85010, 2070, 1847, 2736640",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia broussonetiae,0,1
2758030,1847,Pseudonocardia pini,species,"2, 201174, 1760, 85010, 2070, 1847, 2758030",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia pini,0,1
1851,2070,Saccharomonospora,genus,"2, 201174, 1760, 85010, 2070, 1851",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora,11,11
1852,1851,Saccharomonospora viridis,species,"2, 201174, 1760, 85010, 2070, 1851, 1852",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora Saccharomonospora viridis,0,1
40988,1851,Saccharomonospora azurea,species,"2, 201174, 1760, 85010, 2070, 1851, 40988",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora Saccharomonospora azurea,0,1
40989,1851,Saccharomonospora cyanea,species,"2, 201174, 1760, 85010, 2070, 1851, 40989",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora Saccharomonospora cyanea,0,1
40990,1851,Saccharomonospora glauca,species,"2, 201174, 1760, 85010, 2070, 1851, 40990",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora Saccharomonospora glauca,0,1
52698,1851,Saccharomonospora iraqiensis,species,"2, 201174, 1760, 85010, 2070, 1851, 52698",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora Saccharomonospora iraqiensis,0,1
75294,1851,Saccharomonospora xinjiangensis,species,"2, 201174, 1760, 85010, 2070, 1851, 75294",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora Saccharomonospora xinjiangensis,0,1
129922,1851,Saccharomonospora halophila,species,"2, 201174, 1760, 85010, 2070, 1851, 129922",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora Saccharomonospora halophila,0,1
369829,1851,Saccharomonospora saliphila,species,"2, 201174, 1760, 85010, 2070, 1851, 369829",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora Saccharomonospora saliphila,0,1
632569,1851,Saccharomonospora marina,species,"2, 201174, 1760, 85010, 2070, 1851, 632569",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora Saccharomonospora marina,0,1
687388,1851,Saccharomonospora piscinae,species,"2, 201174, 1760, 85010, 2070, 1851, 687388",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora Saccharomonospora piscinae,0,1
1128677,1851,Saccharomonospora amisosensis,species,"2, 201174, 1760, 85010, 2070, 1851, 1128677",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharomonospora Saccharomonospora amisosensis,0,1
2029,2070,Kibdelosporangium,genus,"2, 201174, 1760, 85010, 2070, 2029",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Kibdelosporangium,4,4
2030,2029,Kibdelosporangium aridum,species,"2, 201174, 1760, 85010, 2070, 2029, 2030",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Kibdelosporangium Kibdelosporangium aridum,0,1
860235,2029,Kibdelosporangium phytohabitans,species,"2, 201174, 1760, 85010, 2070, 2029, 860235",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Kibdelosporangium Kibdelosporangium phytohabitans,0,1
1365924,2029,Kibdelosporangium banguiense,species,"2, 201174, 1760, 85010, 2070, 2029, 1365924",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Kibdelosporangium Kibdelosporangium banguiense,0,1
2698649,2029,Kibdelosporangium persicum,species,"2, 201174, 1760, 85010, 2070, 2029, 2698649",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Kibdelosporangium Kibdelosporangium persicum,0,1
2071,2070,Saccharothrix,genus,"2, 201174, 1760, 85010, 2070, 2071",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix,13,13
2072,2071,Saccharothrix australiensis,species,"2, 201174, 1760, 85010, 2070, 2071, 2072",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix australiensis,0,1
33919,2071,Saccharothrix coeruleofusca,species,"2, 201174, 1760, 85010, 2070, 2071, 33919",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix coeruleofusca,0,1
103731,2071,Saccharothrix espanaensis,species,"2, 201174, 1760, 85010, 2070, 2071, 103731",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix espanaensis,0,1
103733,2071,Saccharothrix syringae,species,"2, 201174, 1760, 85010, 2070, 2071, 103733",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix syringae,0,1
103734,2071,Saccharothrix texasensis,species,"2, 201174, 1760, 85010, 2070, 2071, 103734",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix texasensis,0,1
173560,2071,Saccharothrix algeriensis,species,"2, 201174, 1760, 85010, 2070, 2071, 173560",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix algeriensis,0,1
413306,2071,Saccharothrix violaceirubra,species,"2, 201174, 1760, 85010, 2070, 2071, 413306",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix violaceirubra,0,1
543527,2071,Saccharothrix variisporea,species,"2, 201174, 1760, 85010, 2070, 2071, 543527",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix variisporea,0,1
571190,2071,Saccharothrix saharensis,species,"2, 201174, 1760, 85010, 2070, 2071, 571190",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix saharensis,0,1
1051531,2071,Saccharothrix tamanrassetensis,species,"2, 201174, 1760, 85010, 2070, 2071, 1051531",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix tamanrassetensis,0,1
1105145,2071,Saccharothrix ecbatanensis,species,"2, 201174, 1760, 85010, 2070, 2071, 1105145",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix ecbatanensis,0,1
1280637,2071,Saccharothrix carnea,species,"2, 201174, 1760, 85010, 2070, 2071, 1280637",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix carnea,0,1
2593674,2071,Saccharothrix deserti,species,"2, 201174, 1760, 85010, 2070, 2071, 2593674",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Saccharothrix Saccharothrix deserti,0,1
37924,2070,Thermocrispum,genus,"2, 201174, 1760, 85010, 2070, 37924",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Thermocrispum,2,2
