curated_genus,curated_species,speciesname_standard_format,species_ngenomes,original_taxon_count,lca_taxid,lca_taxon_name,lca_taxon_rank,matched_name,matched_nametype,matched_speciesname_only,matched_taxid,matched_taxon_name,matched_taxon_rank,matched_taxon_unique
Raoultella,ornithinolytica,True,7,5,54291,Raoultella ornithinolytica,species,Raoultella ornithinolytica,primary,False,54291,Raoultella ornithinolytica,species,True
Raoultella,planticola,True,4,2,575,Raoultella planticola,species,Raoultella planticola,primary,False,575,Raoultella planticola,species,True
Rathayibacter,toxicus,True,4,2,145458,Rathayibacter toxicus,species,Rathayibacter toxicus,primary,False,145458,Rathayibacter toxicus,species,True
Regiella,insecticola,True,2,2,138073,Candidatus Regiella insecticola,species,Candidatus Regiella insecticola,primary,False,138073,Candidatus Regiella insecticola,species,True
Rhizobium,alamii,True,2,1,492774,Rhizobium alamii,species,Rhizobium alamii,primary,False,492774,Rhizobium alamii,species,True
Rhizobium,etli,True,6,6,29449,Rhizobium etli,species,Rhizobium etli,primary,False,29449,Rhizobium etli,species,True
Rhizobium,leguminosarum,True,27,26,384,Rhizobium leguminosarum,species,Rhizobium leguminosarum,primary,False,384,Rhizobium leguminosarum,species,True
Rhizobium,mesoamericanum,True,2,2,1079800,Rhizobium mesoamericanum,species,Rhizobium mesoamericanum,primary,False,1079800,Rhizobium mesoamericanum,species,True
Rhodanobacter,denitrificans,True,3,1,666685,Rhodanobacter denitrificans,species,Rhodanobacter denitrificans,primary,False,666685,Rhodanobacter denitrificans,species,True
Rhodanobacter,thiooxydans,True,2,2,416169,Rhodanobacter thiooxydans,species,Rhodanobacter thiooxydans,primary,False,416169,Rhodanobacter thiooxydans,species,True
Rhodobacter,capsulatus,True,9,8,1061,Rhodobacter capsulatus,species,Rhodobacter capsulatus,primary,False,1061,Rhodobacter capsulatus,species,True
Rhodobacter,sphaeroides,True,7,5,1063,Rhodobacter sphaeroides,species,Rhodobacter sphaeroides,primary,False,1063,Rhodobacter sphaeroides,species,True
Rhodococcus,equi,True,4,3,43767,Rhodococcus hoagii,species,Rhodococcus equi,GenbankSynonym,False,43767,Rhodococcus hoagii,species,True
Rhodococcus,erythropolis,True,9,7,1833,Rhodococcus erythropolis,species,Rhodococcus erythropolis,primary,False,1833,Rhodococcus erythropolis,species,True
Rhodococcus,fascians,True,21,19,1828,Rhodococcus fascians,species,Rhodococcus fascians,primary,False,1828,Rhodococcus fascians,species,True
Rhodococcus,pyridinivorans,True,3,3,103816,Rhodococcus pyridinivorans,species,Rhodococcus pyridinivorans,primary,False,103816,Rhodococcus pyridinivorans,species,True
Rhodococcus,qingshengii,True,3,2,334542,Rhodococcus qingshengii,species,Rhodococcus qingshengii,primary,False,334542,Rhodococcus qingshengii,species,True
Rhodococcus,ruber,True,3,2,1830,Rhodococcus ruber,species,Rhodococcus ruber,primary,False,1830,Rhodococcus ruber,species,True
Rhodonellum,psychrophilum,True,2,1,1123057,Rhodonellum psychrophilum GCM71 = DSM 17998,strain,Rhodonellum psychrophilum,primary,False,336828,Rhodonellum psychrophilum,species,True
Rhodopirellula,baltica,True,4,4,265606,Rhodopirellula baltica,species,Rhodopirellula baltica,primary,False,265606,Rhodopirellula baltica,species,True
Rhodopirellula,europaea,True,2,2,1263866,Rhodopirellula europaea,species,Rhodopirellula europaea,primary,False,1263866,Rhodopirellula europaea,species,True
Rhodospirillum,rubrum,True,2,2,1085,Rhodospirillum rubrum,species,Rhodospirillum rubrum,primary,False,1085,Rhodospirillum rubrum,species,True
Rhodothermus,marinus,True,3,3,29549,Rhodothermus marinus,species,Rhodothermus marinus,primary,False,29549,Rhodothermus marinus,species,True
Rhodovulum,sulfidophilum,True,4,2,35806,Rhodovulum sulfidophilum,species,Rhodovulum sulfidophilum,primary,False,35806,Rhodovulum sulfidophilum,species,True
Richelia,intracellularis,True,2,2,1164990,Richelia intracellularis,species,Richelia intracellularis,primary,False,1164990,Richelia intracellularis,species,True
Rickettsia,amblyommii,True,4,4,33989,Rickettsia amblyommatis,species,Rickettsia amblyommii,Synonym,False,33989,Rickettsia amblyommatis,species,True
Rickettsia,australis,True,2,2,787,Rickettsia australis,species,Rickettsia australis,primary,False,787,Rickettsia australis,species,True
Rickettsia,bellii,True,4,4,33990,Rickettsia bellii,species,Rickettsia bellii,primary,False,33990,Rickettsia bellii,species,True
Rickettsia,canadensis,True,2,2,788,Rickettsia canadensis,species,Rickettsia canadensis,primary,False,788,Rickettsia canadensis,species,True
Rickettsia,conorii,True,3,3,781,Rickettsia conorii,species,Rickettsia conorii,primary,False,781,Rickettsia conorii,species,True
Rickettsia,felis,True,4,4,42862,Rickettsia felis,species,Rickettsia felis,primary,False,42862,Rickettsia felis,species,True
Rickettsia,hoogstraalii,True,2,2,467174,Rickettsia hoogstraalii,species,Rickettsia hoogstraalii,primary,False,467174,Rickettsia hoogstraalii,species,True
Rickettsia,japonica,True,2,1,652620,Rickettsia japonica YH,strain,Rickettsia japonica,primary,False,35790,Rickettsia japonica,species,True
Rickettsia,parkeri,True,4,4,35792,Rickettsia parkeri,species,Rickettsia parkeri,primary,False,35792,Rickettsia parkeri,species,True
Rickettsia,prowazekii,True,12,12,782,Rickettsia prowazekii,species,Rickettsia prowazekii,primary,False,782,Rickettsia prowazekii,species,True
Rickettsia,rhipicephali,True,2,2,33992,Rickettsia rhipicephali,species,Rickettsia rhipicephali,primary,False,33992,Rickettsia rhipicephali,species,True
Rickettsia,rickettsii,True,10,10,783,Rickettsia rickettsii,species,Rickettsia rickettsii,primary,False,783,Rickettsia rickettsii,species,True
Rickettsia,sibirica,True,3,3,35793,Rickettsia sibirica,species,Rickettsia sibirica,primary,False,35793,Rickettsia sibirica,species,True
Rickettsia,slovaca,True,2,2,35794,Rickettsia slovaca,species,Rickettsia slovaca,primary,False,35794,Rickettsia slovaca,species,True
Rickettsia,typhi,True,3,3,785,Rickettsia typhi,species,Rickettsia typhi,primary,False,785,Rickettsia typhi,species,True
Riemerella,anatipestifer,True,13,9,34085,Riemerella anatipestifer,species,Riemerella anatipestifer,primary,False,34085,Riemerella anatipestifer,species,True
Roseburia,inulinivorans,True,2,2,360807,Roseburia inulinivorans,species,Roseburia inulinivorans,primary,False,360807,Roseburia inulinivorans,species,True
Roseomonas,mucosa,True,2,2,207340,Roseomonas mucosa,species,Roseomonas mucosa,primary,False,207340,Roseomonas mucosa,species,True
Rothia,aeria,True,2,2,172042,Rothia aeria,species,Rothia aeria,primary,False,172042,Rothia aeria,species,True
Rothia,dentocariosa,True,6,3,2047,Rothia dentocariosa,species,Rothia dentocariosa,primary,False,2047,Rothia dentocariosa,species,True
Rothia,mucilaginosa,True,18,4,43675,Rothia mucilaginosa,species,Rothia mucilaginosa,primary,False,43675,Rothia mucilaginosa,species,True
Rubrivivax,benzoatilyticus,True,2,1,987059,Rubrivivax benzoatilyticus JA2 = ATCC BAA-35,strain,Rubrivivax benzoatilyticus,primary,False,316997,Rubrivivax benzoatilyticus,species,True
Rubrivivax,gelatinosus,True,2,2,28068,Rubrivivax gelatinosus,species,Rubrivivax gelatinosus,primary,False,28068,Rubrivivax gelatinosus,species,True
Ruegeria,atlantica,True,2,1,81569,Ruegeria atlantica,species,Ruegeria atlantica,primary,False,81569,Ruegeria atlantica,species,True
Ruegeria,mobilis,True,2,2,379347,Epibacterium mobile,species,Ruegeria mobilis,Synonym,False,379347,Epibacterium mobile,species,True
Ruminiclostridium,[Clostridium] clariflavum,False,2,2,288965,Hungateiclostridium clariflavum,species,Clostridium clariflavum,Synonym,True,288965,Hungateiclostridium clariflavum,species,True
Ruminiclostridium,[Clostridium] josui,False,2,1,1291050,Ruminiclostridium josui JCM 17888,strain,Clostridium josui,Synonym,True,1499,Ruminiclostridium josui,species,True
Ruminiclostridium,[Clostridium] stercorarium,False,2,1,1121335,Thermoclostridium stercorarium subsp. stercorarium DSM 8532,strain,Clostridium stercorarium,Synonym,True,1510,Thermoclostridium stercorarium,species,True
Ruminiclostridium,[Eubacterium] siraeum,False,2,1,428128,[Eubacterium] siraeum DSM 15702,strain,[Eubacterium] siraeum,primary,True,39492,[Eubacterium] siraeum,species,True
Ruminiclostridium,thermocellum,True,7,7,1515,Hungateiclostridium thermocellum,species,Ruminiclostridium thermocellum,Synonym,False,1515,Hungateiclostridium thermocellum,species,True
Ruminococcus,albus,True,4,3,1264,Ruminococcus albus,species,Ruminococcus albus,primary,False,1264,Ruminococcus albus,species,True
Ruminococcus,champanellensis,True,2,1,213810,Ruminococcus champanellensis 18P13 = JCM 17042,strain,Ruminococcus champanellensis,primary,False,1161942,Ruminococcus champanellensis,species,True
Ruminococcus,lactaris,True,2,2,46228,[Ruminococcus] lactaris,species,[Ruminococcus] lactaris,primary,False,46228,[Ruminococcus] lactaris,species,True
Ruthia,magnifica,True,2,2,386487,Candidatus Ruthia magnifica,species,Candidatus Ruthia magnifica,primary,False,386487,Candidatus Ruthia magnifica,species,True
Saccharicrinis,fermentans,True,2,1,869213,Saccharicrinis fermentans DSM 9555 = JCM 21142,strain,Saccharicrinis fermentans,primary,False,982,Saccharicrinis fermentans,species,True
Saccharomonospora,azurea,True,2,2,40988,Saccharomonospora azurea,species,Saccharomonospora azurea,primary,False,40988,Saccharomonospora azurea,species,True
Saccharomonospora,viridis,True,2,2,1852,Saccharomonospora viridis,species,Saccharomonospora viridis,primary,False,1852,Saccharomonospora viridis,species,True
Saccharopolyspora,erythraea,True,3,2,1836,Saccharopolyspora erythraea,species,Saccharopolyspora erythraea,primary,False,1836,Saccharopolyspora erythraea,species,True
Saccharopolyspora,rectivirgula,True,2,2,28042,Saccharopolyspora rectivirgula,species,Saccharopolyspora rectivirgula,primary,False,28042,Saccharopolyspora rectivirgula,species,True
Salinibacter,ruber,True,2,2,146919,Salinibacter ruber,species,Salinibacter ruber,primary,False,146919,Salinibacter ruber,species,True
Salinispora,arenicola,True,44,44,168697,Salinispora arenicola,species,Salinispora arenicola,primary,False,168697,Salinispora arenicola,species,True
Salinispora,pacifica,True,37,30,168694,Salinispora,genus,,,,,,,
Salinispora,tropica,True,11,10,168695,Salinispora tropica,species,Salinispora tropica,primary,False,168695,Salinispora tropica,species,True
Salinivibrio,socompensis,True,2,2,1510206,Salinivibrio socompensis,species,Salinivibrio socompensis,primary,False,1510206,Salinivibrio socompensis,species,True
Salmonella,bongori,True,3,3,54736,Salmonella bongori,species,Salmonella bongori,primary,False,54736,Salmonella bongori,species,True
Salmonella,enterica,True,4650,1100,28901,Salmonella enterica,species,Salmonella enterica,primary,False,28901,Salmonella enterica,species,True
Sanguibacteroides,justesenii,True,2,1,1547597,Sanguibacteroides justesenii,species,Sanguibacteroides justesenii,primary,False,1547597,Sanguibacteroides justesenii,species,True
Scardovia,inopinata,True,2,2,78259,Scardovia inopinata,species,Scardovia inopinata,primary,False,78259,Scardovia inopinata,species,True
Scardovia,wiggsiae,True,2,1,857290,Scardovia wiggsiae F0424,strain,Scardovia wiggsiae,primary,False,230143,Scardovia wiggsiae,species,True
Selenomonas,artemidis,True,2,2,671224,Selenomonas artemidis,species,Selenomonas artemidis,primary,False,671224,Selenomonas artemidis,species,True
Selenomonas,bovis,True,2,2,416586,Selenomonas bovis,species,Selenomonas bovis,primary,False,416586,Selenomonas bovis,species,True
Selenomonas,noxia,True,2,2,135083,Selenomonas noxia,species,Selenomonas noxia,primary,False,135083,Selenomonas noxia,species,True
Selenomonas,sputigena,True,2,1,546271,Selenomonas sputigena ATCC 35185,strain,Selenomonas sputigena,primary,False,69823,Selenomonas sputigena,species,True
Serratia,fonticola,True,6,5,47917,Serratia fonticola,species,Serratia fonticola,primary,False,47917,Serratia fonticola,species,True
Serratia,grimesii,True,2,2,82995,Serratia grimesii,species,Serratia grimesii,primary,False,82995,Serratia grimesii,species,True
Serratia,liquefaciens,True,5,3,614,Serratia liquefaciens,species,Serratia liquefaciens,primary,False,614,Serratia liquefaciens,species,True
Serratia,marcescens,True,282,23,615,Serratia marcescens,species,Serratia marcescens,primary,False,615,Serratia marcescens,species,True
Serratia,plymuthica,True,8,7,82996,Serratia plymuthica,species,Serratia plymuthica,primary,False,82996,Serratia plymuthica,species,True
Serratia,rubidaea,True,3,2,61652,Serratia rubidaea,species,Serratia rubidaea,primary,False,61652,Serratia rubidaea,species,True
Serratia,symbiotica,True,2,2,138074,Serratia symbiotica,species,Serratia symbiotica,primary,False,138074,Serratia symbiotica,species,True
Shewanella,algae,True,4,2,38313,Shewanella algae,species,Shewanella algae,primary,False,38313,Shewanella algae,species,True
Shewanella,baltica,True,9,9,62322,Shewanella baltica,species,Shewanella baltica,primary,False,62322,Shewanella baltica,species,True
Shewanella,frigidimarina,True,2,2,56812,Shewanella frigidimarina,species,Shewanella frigidimarina,primary,False,56812,Shewanella frigidimarina,species,True
Shewanella,putrefaciens,True,3,3,24,Shewanella putrefaciens,species,Shewanella putrefaciens,primary,False,24,Shewanella putrefaciens,species,True
Shigella,boydii,True,13,13,621,Shigella boydii,species,Shigella boydii,primary,False,621,Shigella boydii,species,True
Shigella,dysenteriae,True,6,6,622,Shigella dysenteriae,species,Shigella dysenteriae,primary,False,622,Shigella dysenteriae,species,True
Shigella,flexneri,True,104,84,623,Shigella flexneri,species,Shigella flexneri,primary,False,623,Shigella flexneri,species,True
Shigella,sonnei,True,563,12,624,Shigella sonnei,species,Shigella sonnei,primary,False,624,Shigella sonnei,species,True
Shimwellia,blattae,True,2,1,630626,Shimwellia blattae DSM 4481 = NBRC 105725,strain,Shimwellia blattae,primary,False,563,Shimwellia blattae,species,True
Simiduia,agarivorans,True,2,1,1117647,Simiduia agarivorans SA1 = DSM 21679,strain,Simiduia agarivorans,primary,False,447471,Simiduia agarivorans,species,True
Singulisphaera,acidiphila,True,2,1,886293,Singulisphaera acidiphila DSM 18658,strain,Singulisphaera acidiphila,primary,False,466153,Singulisphaera acidiphila,species,True
Sinorhizobium,fredii,True,10,10,380,Sinorhizobium fredii,species,Sinorhizobium fredii,primary,False,380,Sinorhizobium fredii,species,True
Sinorhizobium,medicae,True,6,5,110321,Sinorhizobium medicae,species,Sinorhizobium medicae,primary,False,110321,Sinorhizobium medicae,species,True
Sinorhizobium,meliloti,True,28,27,382,Sinorhizobium meliloti,species,Sinorhizobium meliloti,primary,False,382,Sinorhizobium meliloti,species,True
Smaragdicoccus,niigatensis,True,2,1,1123258,Smaragdicoccus niigatensis DSM 44881 = NBRC 103563,strain,Smaragdicoccus niigatensis,primary,False,359359,Smaragdicoccus niigatensis,species,True
Snodgrassella,alvi,True,2,1,1196083,Snodgrassella alvi,species,Snodgrassella alvi,primary,False,1196083,Snodgrassella alvi,species,True
Solibacillus,silvestris,True,2,2,76853,Solibacillus silvestris,species,Solibacillus silvestris,primary,False,76853,Solibacillus silvestris,species,True
Solobacterium,moorei,True,2,2,102148,Solobacterium moorei,species,Solobacterium moorei,primary,False,102148,Solobacterium moorei,species,True
Sorangium,cellulosum,True,4,2,56,Sorangium cellulosum,species,Sorangium cellulosum,primary,False,56,Sorangium cellulosum,species,True
Sphingobacterium,spiritivorum,True,2,2,258,Sphingobacterium spiritivorum,species,Sphingobacterium spiritivorum,primary,False,258,Sphingobacterium spiritivorum,species,True
Sphingobium,baderi,True,2,1,1114964,Sphingobium baderi LL03,strain,Sphingobium baderi,primary,False,1332080,Sphingobium baderi,species,True
Sphingobium,chlorophenolicum,True,3,3,46429,Sphingobium chlorophenolicum,species,Sphingobium chlorophenolicum,primary,False,46429,Sphingobium chlorophenolicum,species,True
Sphingobium,herbicidovorans,True,2,1,1219045,Sphingobium herbicidovorans NBRC 16415,strain,Sphingobium herbicidovorans,primary,False,76947,Sphingobium herbicidovorans,species,True
Sphingobium,xenophagum,True,2,2,121428,Sphingobium xenophagum,species,Sphingobium xenophagum,primary,False,121428,Sphingobium xenophagum,species,True
Sphingobium,yanoikuyae,True,6,3,13690,Sphingobium yanoikuyae,species,Sphingobium yanoikuyae,primary,False,13690,Sphingobium yanoikuyae,species,True
Sphingomonas,melonis,True,4,4,152682,Sphingomonas melonis,species,Sphingomonas melonis,primary,False,152682,Sphingomonas melonis,species,True
Sphingomonas,paucimobilis,True,2,2,13689,Sphingomonas paucimobilis,species,Sphingomonas paucimobilis,primary,False,13689,Sphingomonas paucimobilis,species,True
Sphingomonas,wittichii,True,2,2,160791,Sphingomonas wittichii,species,Sphingomonas wittichii,primary,False,160791,Sphingomonas wittichii,species,True
Sphingopyxis,macrogoltabida,True,2,1,33050,Sphingopyxis macrogoltabida,species,Sphingopyxis macrogoltabida,primary,False,33050,Sphingopyxis macrogoltabida,species,True
Sphingopyxis,terrae,True,2,1,1219058,Sphingopyxis terrae subsp. terrae NBRC 15098,strain,Sphingopyxis terrae,primary,False,33052,Sphingopyxis terrae,species,True
Spirochaeta,thermophila,True,2,2,154,Spirochaeta thermophila,species,Spirochaeta thermophila,primary,False,154,Spirochaeta thermophila,species,True
Spiroplasma,melliferum,True,2,2,2134,Spiroplasma melliferum,species,Spiroplasma melliferum,primary,False,2134,Spiroplasma melliferum,species,True
Spiroplasma,mirum,True,2,1,838561,Spiroplasma mirum ATCC 29335,strain,Spiroplasma mirum,primary,False,2144,Spiroplasma mirum,species,True
Sporolactobacillus,terrae,True,2,2,269673,Sporolactobacillus terrae,species,Sporolactobacillus terrae,primary,False,269673,Sporolactobacillus terrae,species,True
Sporolactobacillus,vineae,True,2,1,1123284,Sporolactobacillus vineae DSM 21990 = SL153,strain,Sporolactobacillus vineae,primary,False,444463,Sporolactobacillus vineae,species,True
Sporomusa,ovata,True,2,1,1123288,Sporomusa ovata DSM 2662,strain,Sporomusa ovata,primary,False,2378,Sporomusa ovata,species,True
Staphylococcus,agnetis,True,2,1,985762,Staphylococcus agnetis,species,Staphylococcus agnetis,primary,False,985762,Staphylococcus agnetis,species,True
Staphylococcus,aureus,True,6497,4124,1280,Staphylococcus aureus,species,Staphylococcus aureus,primary,False,1280,Staphylococcus aureus,species,True
Staphylococcus,caprae,True,3,2,29380,Staphylococcus caprae,species,Staphylococcus caprae,primary,False,29380,Staphylococcus caprae,species,True
Staphylococcus,carnosus,True,3,3,1281,Staphylococcus carnosus,species,Staphylococcus carnosus,primary,False,1281,Staphylococcus carnosus,species,True
Staphylococcus,cohnii,True,4,2,29382,Staphylococcus cohnii,species,Staphylococcus cohnii,primary,False,29382,Staphylococcus cohnii,species,True
Staphylococcus,condimenti,True,2,1,70255,Staphylococcus condimenti,species,Staphylococcus condimenti,primary,False,70255,Staphylococcus condimenti,species,True
Staphylococcus,epidermidis,True,306,89,1282,Staphylococcus epidermidis,species,Staphylococcus epidermidis,primary,False,1282,Staphylococcus epidermidis,species,True
Staphylococcus,equorum,True,4,4,246432,Staphylococcus equorum,species,Staphylococcus equorum,primary,False,246432,Staphylococcus equorum,species,True
Staphylococcus,haemolyticus,True,129,4,1283,Staphylococcus haemolyticus,species,Staphylococcus haemolyticus,primary,False,1283,Staphylococcus haemolyticus,species,True
Staphylococcus,hominis,True,9,5,1290,Staphylococcus hominis,species,Staphylococcus hominis,primary,False,1290,Staphylococcus hominis,species,True
Staphylococcus,lugdunensis,True,11,9,28035,Staphylococcus lugdunensis,species,Staphylococcus lugdunensis,primary,False,28035,Staphylococcus lugdunensis,species,True
Staphylococcus,massiliensis,True,2,2,555791,Staphylococcus massiliensis,species,Staphylococcus massiliensis,primary,False,555791,Staphylococcus massiliensis,species,True
Staphylococcus,pseudintermedius,True,6,4,283734,Staphylococcus pseudintermedius,species,Staphylococcus pseudintermedius,primary,False,283734,Staphylococcus pseudintermedius,species,True
Staphylococcus,saprophyticus,True,7,4,29385,Staphylococcus saprophyticus,species,Staphylococcus saprophyticus,primary,False,29385,Staphylococcus saprophyticus,species,True
Staphylococcus,schleiferi,True,5,1,1295,Staphylococcus schleiferi,species,Staphylococcus schleiferi,primary,False,1295,Staphylococcus schleiferi,species,True
Staphylococcus,schweitzeri,True,2,1,1654388,Staphylococcus schweitzeri,species,Staphylococcus schweitzeri,primary,False,1654388,Staphylococcus schweitzeri,species,True
Staphylococcus,sciuri,True,9,3,1296,Staphylococcus sciuri,species,Staphylococcus sciuri,primary,False,1296,Staphylococcus sciuri,species,True
Staphylococcus,simulans,True,5,3,1286,Staphylococcus simulans,species,Staphylococcus simulans,primary,False,1286,Staphylococcus simulans,species,True
Staphylococcus,succinus,True,2,2,61015,Staphylococcus succinus,species,Staphylococcus succinus,primary,False,61015,Staphylococcus succinus,species,True
Staphylococcus,warneri,True,14,7,1292,Staphylococcus warneri,species,Staphylococcus warneri,primary,False,1292,Staphylococcus warneri,species,True
Staphylococcus,xylosus,True,5,2,1288,Staphylococcus xylosus,species,Staphylococcus xylosus,primary,False,1288,Staphylococcus xylosus,species,True
Stenotrophomonas,acidaminiphila,True,2,1,128780,Stenotrophomonas acidaminiphila,species,Stenotrophomonas acidaminiphila,primary,False,128780,Stenotrophomonas acidaminiphila,species,True
Stenotrophomonas,maltophilia,True,100,21,40324,Stenotrophomonas maltophilia,species,Stenotrophomonas maltophilia,primary,False,40324,Stenotrophomonas maltophilia,species,True
Stigmatella,aurantiaca,True,2,1,378806,Stigmatella aurantiaca DW4/3-1,strain,Stigmatella aurantiaca,primary,False,41,Stigmatella aurantiaca,species,True
Streptacidiphilus,albus,True,2,2,105425,Streptacidiphilus albus,species,Streptacidiphilus albus,primary,False,105425,Streptacidiphilus albus,species,True
Streptococcus,agalactiae,True,622,287,1311,Streptococcus agalactiae,species,Streptococcus agalactiae,primary,False,1311,Streptococcus agalactiae,species,True
Streptococcus,anginosus,True,12,9,1328,Streptococcus anginosus,species,Streptococcus anginosus,primary,False,1328,Streptococcus anginosus,species,True
Streptococcus,australis,True,2,1,888833,Streptococcus australis ATCC 700641,strain,Streptococcus australis,primary,False,113107,Streptococcus australis,species,True
Streptococcus,constellatus,True,6,5,76860,Streptococcus constellatus,species,Streptococcus constellatus,primary,False,76860,Streptococcus constellatus,species,True
Streptococcus,cristatus,True,3,2,45634,Streptococcus cristatus,species,Streptococcus cristatus,primary,False,45634,Streptococcus cristatus,species,True
Streptococcus,dysgalactiae,True,14,10,1334,Streptococcus dysgalactiae,species,Streptococcus dysgalactiae,primary,False,1334,Streptococcus dysgalactiae,species,True
Streptococcus,equi,True,243,18,1336,Streptococcus equi,species,Streptococcus equi,primary,False,1336,Streptococcus equi,species,True
Streptococcus,equinus,True,7,6,1335,Streptococcus equinus,species,Streptococcus equinus,primary,False,1335,Streptococcus equinus,species,True
Streptococcus,gallolyticus,True,7,6,315405,Streptococcus gallolyticus,species,Streptococcus gallolyticus,primary,False,315405,Streptococcus gallolyticus,species,True
Streptococcus,gordonii,True,20,2,1302,Streptococcus gordonii,species,Streptococcus gordonii,primary,False,1302,Streptococcus gordonii,species,True
Streptococcus,infantarius,True,2,2,150054,Streptococcus infantarius subsp. infantarius,subspecies,Streptococcus infantarius,primary,False,102684,Streptococcus infantarius,species,True
Streptococcus,iniae,True,5,4,1346,Streptococcus iniae,species,Streptococcus iniae,primary,False,1346,Streptococcus iniae,species,True
Streptococcus,intermedius,True,3,2,1338,Streptococcus intermedius,species,Streptococcus intermedius,primary,False,1338,Streptococcus intermedius,species,True
Streptococcus,massiliensis,True,2,2,313439,Streptococcus massiliensis,species,Streptococcus massiliensis,primary,False,313439,Streptococcus massiliensis,species,True
Streptococcus,mitis,True,4,1,28037,Streptococcus mitis,species,Streptococcus mitis,primary,False,28037,Streptococcus mitis,species,True
Streptococcus,mutans,True,171,167,1309,Streptococcus mutans,species,Streptococcus mutans,primary,False,1309,Streptococcus mutans,species,True
Streptococcus,oralis,True,8,5,1303,Streptococcus oralis,species,Streptococcus oralis,primary,False,1303,Streptococcus oralis,species,True
Streptococcus,parasanguinis,True,28,8,1318,Streptococcus parasanguinis,species,Streptococcus parasanguinis,primary,False,1318,Streptococcus parasanguinis,species,True
Streptococcus,parauberis,True,13,6,1348,Streptococcus parauberis,species,Streptococcus parauberis,primary,False,1348,Streptococcus parauberis,species,True
Streptococcus,pasteurianus,True,5,2,197614,Streptococcus pasteurianus,species,Streptococcus pasteurianus,primary,False,197614,Streptococcus pasteurianus,species,True
Streptococcus,phocae,True,2,2,119224,Streptococcus phocae,species,Streptococcus phocae,primary,False,119224,Streptococcus phocae,species,True
Streptococcus,pneumoniae,True,7099,282,1313,Streptococcus pneumoniae,species,Streptococcus pneumoniae,primary,False,1313,Streptococcus pneumoniae,species,True
Streptococcus,pseudopneumoniae,True,11,5,257758,Streptococcus pseudopneumoniae,species,Streptococcus pseudopneumoniae,primary,False,257758,Streptococcus pseudopneumoniae,species,True
Streptococcus,pseudoporcinus,True,2,2,361101,Streptococcus pseudoporcinus,species,Streptococcus pseudoporcinus,primary,False,361101,Streptococcus pseudoporcinus,species,True
Streptococcus,pyogenes,True,249,220,1314,Streptococcus pyogenes,species,Streptococcus pyogenes,primary,False,1314,Streptococcus pyogenes,species,True
Streptococcus,ratti,True,2,1,699248,Streptococcus ratti FA-1 = DSM 20564,strain,Streptococcus ratti,primary,False,1341,Streptococcus ratti,species,True
Streptococcus,salivarius,True,17,7,1304,Streptococcus salivarius,species,Streptococcus salivarius,primary,False,1304,Streptococcus salivarius,species,True
Streptococcus,sanguinis,True,27,21,1305,Streptococcus sanguinis,species,Streptococcus sanguinis,primary,False,1305,Streptococcus sanguinis,species,True
Streptococcus,sobrinus,True,46,45,1310,Streptococcus sobrinus,species,Streptococcus sobrinus,primary,False,1310,Streptococcus sobrinus,species,True
Streptococcus,suis,True,853,91,1307,Streptococcus suis,species,Streptococcus suis,primary,False,1307,Streptococcus suis,species,True
Streptococcus,thermophilus,True,15,11,1308,Streptococcus thermophilus,species,Streptococcus thermophilus,primary,False,1308,Streptococcus thermophilus,species,True
Streptococcus,uberis,True,13,13,1349,Streptococcus uberis,species,Streptococcus uberis,primary,False,1349,Streptococcus uberis,species,True
Streptococcus,urinalis,True,2,2,149016,Streptococcus urinalis,species,Streptococcus urinalis,primary,False,149016,Streptococcus urinalis,species,True
Streptococcus,vestibularis,True,3,3,1343,Streptococcus vestibularis,species,Streptococcus vestibularis,primary,False,1343,Streptococcus vestibularis,species,True
Streptomyces,acidiscabies,True,3,2,42234,Streptomyces acidiscabies,species,Streptomyces acidiscabies,primary,False,42234,Streptomyces acidiscabies,species,True
Streptomyces,albulus,True,4,4,68570,Streptomyces albulus,species,Streptomyces albulus,primary,False,68570,Streptomyces albulus,species,True
Streptomyces,albus,True,6,3,1888,Streptomyces albus,species,Streptomyces albus,primary,False,1888,Streptomyces albus,species,True
Streptomyces,ambofaciens,True,2,2,1889,Streptomyces ambofaciens,species,Streptomyces ambofaciens,primary,False,1889,Streptomyces ambofaciens,species,True
Streptomyces,anulatus,True,2,1,1892,Streptomyces anulatus,species,Streptomyces anulatus,primary,False,1892,Streptomyces anulatus,species,True
Streptomyces,aureocirculatus,True,2,1,67275,Streptomyces aureocirculatus,species,Streptomyces aureocirculatus,primary,False,67275,Streptomyces aureocirculatus,species,True
Streptomyces,aureofaciens,True,4,1,1894,Kitasatospora aureofaciens,species,Streptomyces aureofaciens,Synonym,False,1894,Kitasatospora aureofaciens,species,True
Streptomyces,avermitilis,True,4,2,33903,Streptomyces avermitilis,species,Streptomyces avermitilis,primary,False,33903,Streptomyces avermitilis,species,True
Streptomyces,bicolor,True,2,1,66874,Streptomyces bicolor,species,Streptomyces bicolor,primary,False,66874,Streptomyces bicolor,species,True
Streptomyces,bikiniensis,True,3,1,1896,Streptomyces bikiniensis,species,Streptomyces bikiniensis,primary,False,1896,Streptomyces bikiniensis,species,True
Streptomyces,bottropensis,True,2,1,1054862,Streptomyces bottropensis ATCC 25435,strain,Streptomyces bottropensis,primary,False,42235,Streptomyces bottropensis,species,True
